id,status,representative_case_id,similarity,cluster_id,domain,role,type,difficulty,time_semantics,coverage_signature,reason,product_loop_status,product_feature_key,management_entry_status,backend_api_status,data_facts_status,missing_components,question,expected_target,notes
"BQ0792","ROTATE","BQ0782","1.0000","C0334","交易域","前台","action","high","none","30ddf2e43d612ea9","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","terminal_cashier","present","present","present","","给孙雅婷的卡赠送2次","orders/terminal 收银API","高风险,须先确认"
"BQ0793","KEEP","BQ0793","1.0000","C0341","交易域","前台","action","high","none","30ddf2e43d612ea9","coverage_representative","current_release_test","terminal_cashier","present","present","present","","给孙雅婷下一单晒后舒缓修护","orders/terminal 收银API","高风险,须先确认"
"BQ0794","KEEP","BQ0794","1.0000","C0342","交易域","前台","action","high","none","30ddf2e43d612ea9","coverage_representative","current_release_test","terminal_cashier","present","present","present","","马佳慧买敏感修护 8 次卡结账","orders/terminal 收银API","高风险,须先确认"
"BQ0795","ROTATE","BQ0785","1.0000","C0337","交易域","前台","action","high","none","30ddf2e43d612ea9","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","terminal_cashier","present","present","present","","给马佳慧的会员卡充680元","orders/terminal 收银API","高风险,须先确认"
"BQ0796","ROTATE","BQ0776","0.8462","C0329","交易域","前台","action","high","none","afa4b817c6f41d63","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","terminal_cashier","present","present","present","","给马语嫣的焕肤清洁 12 次卡充值877元","orders/terminal 收银API","高风险,须先确认"
"BQ0797","KEEP","BQ0797","1.0000","C0343","交易域","前台","action","high","none","30ddf2e43d612ea9","coverage_representative","current_release_test","terminal_cashier","present","present","present","","帮胡语嫣开一张焕肤清洁 12 次卡","orders/terminal 收银API","高风险,须先确认"
"BQ0798","REVIEW","BQ0798","1.0000","product-loop:ambiguous_named_business_period","交易域","前台","action","high","campaign_period","9cfd1e34a5934cba","题目只给出活动或节假日名称，未绑定年份、明确日期范围或后台正式活动周期；不能据此构造业务时间事实，需先逐题复核。","evidence_review_required","ambiguous_named_business_period","present_in_related_workflow","present_in_related_workflow","evidence_review_required","data_facts","给胡语嫣双十一期间的这单退款","orders/terminal 收银API","高风险,须先确认"
"BQ0799","KEEP","BQ0799","1.0000","C0344","交易域","前台","action","high","none","30ddf2e43d612ea9","coverage_representative","current_release_test","terminal_cashier","present","present","present","","胡语嫣结账，做了亮肤淡斑管理","orders/terminal 收银API","高风险,须先确认"
"BQ0800","KEEP","BQ0800","1.0000","C0345","交易域","前台","action","high","none","30ddf2e43d612ea9","coverage_representative","current_release_test","terminal_cashier","present","present","present","","核销周静怡的焕肤清洁 12 次卡一次","orders/terminal 收银API","高风险,须先确认"
"BQ0801","ROTATE","BQ0781","1.0000","C0333","交易域","前台","action","high","none","30ddf2e43d612ea9","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","terminal_cashier","present","present","present","","从周静怡的储值余额扣497元","orders/terminal 收银API","高风险,须先确认"
"BQ0802","ROTATE","BQ0782","1.0000","C0334","交易域","前台","action","high","none","30ddf2e43d612ea9","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","terminal_cashier","present","present","present","","给马语嫣的卡赠送2次","orders/terminal 收银API","高风险,须先确认"
"BQ0803","KEEP","BQ0803","1.0000","C0346","交易域","前台","action","high","none","30ddf2e43d612ea9","coverage_representative","current_release_test","terminal_cashier","present","present","present","","给马语嫣下一单亮肤淡斑管理","orders/terminal 收银API","高风险,须先确认"
"BQ0804","KEEP","BQ0804","1.0000","C0347","交易域","前台","action","high","none","30ddf2e43d612ea9","coverage_representative","current_release_test","terminal_cashier","present","present","present","","胡语嫣买焕肤清洁 12 次卡结账","orders/terminal 收银API","高风险,须先确认"
"BQ0805","ROTATE","BQ0785","1.0000","C0337","交易域","前台","action","high","none","30ddf2e43d612ea9","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","terminal_cashier","present","present","present","","给胡语嫣的会员卡充717元","orders/terminal 收银API","高风险,须先确认"
"BQ0806","ROTATE","BQ0776","0.8462","C0329","交易域","前台","action","high","none","afa4b817c6f41d63","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","terminal_cashier","present","present","present","","给刘雨薇的抗衰管理 6 次卡充值914元","orders/terminal 收银API","高风险,须先确认"
"BQ0807","KEEP","BQ0807","1.0000","C0348","交易域","前台","action","high","none","30ddf2e43d612ea9","coverage_representative","current_release_test","terminal_cashier","present","present","present","","帮周雅婷开一张抗衰管理 6 次卡","orders/terminal 收银API","高风险,须先确认"
"BQ0808","ROTATE","BQ0778","1.0000","C0356","交易域","前台","action","high","rolling_14d","bcf650e22d9439dd","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","terminal_cashier","present","present","present","","给周雅婷最近14天的这单退款","orders/terminal 收银API","高风险,须先确认"
"BQ0809","KEEP","BQ0809","1.0000","C0349","交易域","前台","action","high","none","30ddf2e43d612ea9","coverage_representative","current_release_test","terminal_cashier","present","present","present","","周雅婷结账，做了射频紧致提升护理","orders/terminal 收银API","高风险,须先确认"
"BQ0810","KEEP","BQ0810","1.0000","C0350","交易域","前台","action","high","none","30ddf2e43d612ea9","coverage_representative","current_release_test","terminal_cashier","present","present","present","","核销马心怡的抗衰管理 6 次卡一次","orders/terminal 收银API","高风险,须先确认"
"BQ0811","ROTATE","BQ0781","1.0000","C0333","交易域","前台","action","high","none","30ddf2e43d612ea9","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","terminal_cashier","present","present","present","","从马心怡的储值余额扣534元","orders/terminal 收银API","高风险,须先确认"
"BQ0812","ROTATE","BQ0782","1.0000","C0334","交易域","前台","action","high","none","30ddf2e43d612ea9","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","terminal_cashier","present","present","present","","给刘雨薇的卡赠送2次","orders/terminal 收银API","高风险,须先确认"
"BQ0813","KEEP","BQ0813","1.0000","C0351","交易域","前台","action","high","none","30ddf2e43d612ea9","coverage_representative","current_release_test","terminal_cashier","present","present","present","","给刘雨薇下一单射频紧致提升护理","orders/terminal 收银API","高风险,须先确认"
"BQ0814","KEEP","BQ0814","1.0000","C0352","交易域","前台","action","high","none","30ddf2e43d612ea9","coverage_representative","current_release_test","terminal_cashier","present","present","present","","周雅婷买抗衰管理 6 次卡结账","orders/terminal 收银API","高风险,须先确认"
"BQ0815","ROTATE","BQ0785","1.0000","C0337","交易域","前台","action","high","none","30ddf2e43d612ea9","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","terminal_cashier","present","present","present","","给周雅婷的会员卡充754元","orders/terminal 收银API","高风险,须先确认"
"BQ0816","ROTATE","BQ0776","0.8462","C0329","交易域","前台","action","high","none","afa4b817c6f41d63","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","terminal_cashier","present","present","present","","给马雨薇的补水护理 10 次卡充值51元","orders/terminal 收银API","高风险,须先确认"
"BQ0817","KEEP","BQ0817","1.0000","C0353","交易域","前台","action","high","none","30ddf2e43d612ea9","coverage_representative","current_release_test","terminal_cashier","present","present","present","","帮孙晓雯开一张补水护理 10 次卡","orders/terminal 收银API","高风险,须先确认"
"BQ0818","KEEP","BQ0818","1.0000","C0356","交易域","前台","action","high","today","115dc0b422a0ef95","coverage_representative","current_release_test","terminal_cashier","present","present","present","","给孙晓雯今天的这单退款","orders/terminal 收银API","高风险,须先确认"
"BQ0819","KEEP","BQ0819","1.0000","C0354","交易域","前台","action","high","none","30ddf2e43d612ea9","coverage_representative","current_release_test","terminal_cashier","present","present","present","","孙晓雯结账，做了紧致抗衰护理","orders/terminal 收银API","高风险,须先确认"
"BQ0820","KEEP","BQ0820","1.0000","C0355","交易域","前台","action","high","none","30ddf2e43d612ea9","coverage_representative","current_release_test","terminal_cashier","present","present","present","","核销孙俊杰的补水护理 10 次卡一次","orders/terminal 收银API","高风险,须先确认"
"BQ0821","KEEP","BQ0821","1.0000","C0357","交易域","财务","query_cross","hard","rolling_3m","32c3f4089a52da0e","coverage_representative","current_release_test","order_profit","present","present","present","","最近三个月每张订单的毛利分别多少","订单利润(orders profit)","需区分口径"
"BQ0822","KEEP","BQ0822","1.0000","C0358","交易域","财务","query_cross","hard","rolling_3m","32c3f4089a52da0e","coverage_representative","current_release_test","order_profit","present","present","present","","精华导入护理订单最近三个月的利润情况","订单利润(orders profit)","需区分口径"
"BQ0823","KEEP","BQ0823","1.0000","C0370","交易域","财务","query_cross","hard","rolling_3m","2a66ad28c1f7aaac","coverage_representative","current_release_test","card_recognized_revenue_fact","present","present","present","","最近三个月次卡核销确认的收入有多少","次卡核销确认收入(card recognized revenue)","需区分口径"
"BQ0824","KEEP","BQ0824","1.0000","C0371","交易域","财务","query_cross","hard","rolling_3m","fdcb03ce8f8c765f","coverage_representative","current_release_test","card_recognized_revenue_fact","present","present","present","","最近三个月实收口径和确认口径差多少","实收金额(paid amount)×次卡核销确认收入(card recognized revenue)","需区分口径"
"BQ0825","KEEP","BQ0825","1.0000","C0359","交易域","财务","query_cross","hard","rolling_3m","32c3f4089a52da0e","coverage_representative","current_release_test","order_profit","present","present","present","","最近三个月哪些订单毛利为负","订单利润(orders profit)","需区分口径"
"BQ0826","KEEP","BQ0826","1.0000","C0360","交易域","财务","query_cross","hard","rolling_3m","32c3f4089a52da0e","coverage_representative","current_release_test","order_profit","present","present","present","","最近三个月开卡订单的利润分析","订单利润(orders profit)","需区分口径"
"BQ0827","KEEP","BQ0827","1.0000","C0361","交易域","财务","query_cross","hard","rolling_3m","32c3f4089a52da0e","coverage_representative","current_release_test","order_profit","present","present","present","","最近三个月产品订单的成本和毛利","订单利润(orders profit)","需区分口径"
"BQ0828","KEEP","BQ0828","1.0000","C0362","交易域","财务","query_cross","hard","none","7bdc926ffeb84f74","coverage_representative","current_release_test","order_profit","present","present","present","","综合养护 20 次卡的确认收入进度","订单利润(orders profit)","需区分口径"
"BQ0829","ROTATE","BQ0821","1.0000","C0357","交易域","财务","query_cross","hard","quarter","88808817fc5c7497","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","order_profit","present","present","present","","这个季度每张订单的毛利分别多少","订单利润(orders profit)","需区分口径"
"BQ0830","KEEP","BQ0830","1.0000","C0363","交易域","财务","query_cross","hard","quarter","88808817fc5c7497","coverage_representative","current_release_test","order_profit","present","present","present","","痘肌净颜舒缓护理订单这个季度的利润情况","订单利润(orders profit)","需区分口径"
"BQ0831","ROTATE","BQ0823","1.0000","C0370","交易域","财务","query_cross","hard","quarter","1f74873b925f21ec","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","card_recognized_revenue_fact","present","present","present","","这个季度次卡核销确认的收入有多少","次卡核销确认收入(card recognized revenue)","需区分口径"
"BQ0832","ROTATE","BQ0824","1.0000","C0371","交易域","财务","query_cross","hard","quarter","e193e1b560b294b6","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","card_recognized_revenue_fact","present","present","present","","这个季度实收口径和确认口径差多少","实收金额(paid amount)×次卡核销确认收入(card recognized revenue)","需区分口径"
"BQ0833","ROTATE","BQ0825","1.0000","C0359","交易域","财务","query_cross","hard","quarter","88808817fc5c7497","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","order_profit","present","present","present","","这个季度哪些订单毛利为负","订单利润(orders profit)","需区分口径"
"BQ0834","ROTATE","BQ0826","1.0000","C0360","交易域","财务","query_cross","hard","quarter","88808817fc5c7497","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","order_profit","present","present","present","","这个季度开卡订单的利润分析","订单利润(orders profit)","需区分口径"
"BQ0835","ROTATE","BQ0827","1.0000","C0361","交易域","财务","query_cross","hard","quarter","88808817fc5c7497","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","order_profit","present","present","present","","这个季度产品订单的成本和毛利","订单利润(orders profit)","需区分口径"
"BQ0836","ROTATE","BQ0828","0.8333","C0362","交易域","财务","query_cross","hard","none","7bdc926ffeb84f74","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","order_profit","present","present","present","","敏感修护 8 次卡的确认收入进度","订单利润(orders profit)","需区分口径"
"BQ0837","REVIEW","BQ0837","1.0000","product-loop:ambiguous_named_business_period","交易域","财务","query_cross","hard","campaign_period","3729f257852ad3ee","题目只给出活动或节假日名称，未绑定年份、明确日期范围或后台正式活动周期；不能据此构造业务时间事实，需先逐题复核。","evidence_review_required","ambiguous_named_business_period","present_in_related_workflow","present_in_related_workflow","evidence_review_required","data_facts","双十一期间每张订单的毛利分别多少","订单利润(orders profit)","需区分口径"
"BQ0838","REVIEW","BQ0838","1.0000","product-loop:ambiguous_named_business_period","交易域","财务","query_cross","hard","campaign_period","3729f257852ad3ee","题目只给出活动或节假日名称，未绑定年份、明确日期范围或后台正式活动周期；不能据此构造业务时间事实，需先逐题复核。","evidence_review_required","ambiguous_named_business_period","present_in_related_workflow","present_in_related_workflow","evidence_review_required","data_facts","全身精油 SPA订单双十一期间的利润情况","订单利润(orders profit)","需区分口径"
"BQ0839","REVIEW","BQ0839","1.0000","product-loop:ambiguous_named_business_period","交易域","财务","query_cross","hard","campaign_period","3729f257852ad3ee","题目只给出活动或节假日名称，未绑定年份、明确日期范围或后台正式活动周期；不能据此构造业务时间事实，需先逐题复核。","evidence_review_required","ambiguous_named_business_period","present_in_related_workflow","present_in_related_workflow","evidence_review_required","data_facts","双十一期间次卡核销确认的收入有多少","订单利润(orders profit)","需区分口径"
"BQ0840","REVIEW","BQ0840","1.0000","product-loop:ambiguous_named_business_period","交易域","财务","query_cross","hard","campaign_period","3729f257852ad3ee","题目只给出活动或节假日名称，未绑定年份、明确日期范围或后台正式活动周期；不能据此构造业务时间事实，需先逐题复核。","evidence_review_required","ambiguous_named_business_period","present_in_related_workflow","present_in_related_workflow","evidence_review_required","data_facts","双十一期间实收口径和确认口径差多少","订单利润(orders profit)","需区分口径"
"BQ0841","REVIEW","BQ0841","1.0000","product-loop:ambiguous_named_business_period","交易域","财务","query_cross","hard","campaign_period","3729f257852ad3ee","题目只给出活动或节假日名称，未绑定年份、明确日期范围或后台正式活动周期；不能据此构造业务时间事实，需先逐题复核。","evidence_review_required","ambiguous_named_business_period","present_in_related_workflow","present_in_related_workflow","evidence_review_required","data_facts","双十一期间哪些订单毛利为负","订单利润(orders profit)","需区分口径"
"BQ0842","REVIEW","BQ0842","1.0000","product-loop:ambiguous_named_business_period","交易域","财务","query_cross","hard","campaign_period","3729f257852ad3ee","题目只给出活动或节假日名称，未绑定年份、明确日期范围或后台正式活动周期；不能据此构造业务时间事实，需先逐题复核。","evidence_review_required","ambiguous_named_business_period","present_in_related_workflow","present_in_related_workflow","evidence_review_required","data_facts","双十一期间开卡订单的利润分析","订单利润(orders profit)","需区分口径"
"BQ0843","REVIEW","BQ0843","1.0000","product-loop:ambiguous_named_business_period","交易域","财务","query_cross","hard","campaign_period","3729f257852ad3ee","题目只给出活动或节假日名称，未绑定年份、明确日期范围或后台正式活动周期；不能据此构造业务时间事实，需先逐题复核。","evidence_review_required","ambiguous_named_business_period","present_in_related_workflow","present_in_related_workflow","evidence_review_required","data_facts","双十一期间产品订单的成本和毛利","订单利润(orders profit)","需区分口径"
"BQ0844","KEEP","BQ0844","1.0000","C0364","交易域","财务","query_cross","hard","none","7bdc926ffeb84f74","coverage_representative","current_release_test","order_profit","present","present","present","","焕肤清洁 12 次卡的确认收入进度","订单利润(orders profit)","需区分口径"
"BQ0845","ROTATE","BQ0821","1.0000","C0357","交易域","财务","query_cross","hard","rolling_14d","0d9d06e37c95af93","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","order_profit","present","present","present","","最近14天每张订单的毛利分别多少","订单利润(orders profit)","需区分口径"
"BQ0846","KEEP","BQ0846","1.0000","C0365","交易域","财务","query_cross","hard","rolling_14d","0d9d06e37c95af93","coverage_representative","current_release_test","order_profit","present","present","present","","晒后舒缓修护订单最近14天的利润情况","订单利润(orders profit)","需区分口径"
"BQ0847","ROTATE","BQ0823","1.0000","C0370","交易域","财务","query_cross","hard","rolling_14d","aa0fb5b8f548eba3","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","card_recognized_revenue_fact","present","present","present","","最近14天次卡核销确认的收入有多少","次卡核销确认收入(card recognized revenue)","需区分口径"
"BQ0848","ROTATE","BQ0824","1.0000","C0371","交易域","财务","query_cross","hard","rolling_14d","622f63f63dc0515d","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","card_recognized_revenue_fact","present","present","present","","最近14天实收口径和确认口径差多少","实收金额(paid amount)×次卡核销确认收入(card recognized revenue)","需区分口径"
"BQ0849","ROTATE","BQ0825","1.0000","C0359","交易域","财务","query_cross","hard","rolling_14d","0d9d06e37c95af93","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","order_profit","present","present","present","","最近14天哪些订单毛利为负","订单利润(orders profit)","需区分口径"
"BQ0850","ROTATE","BQ0826","1.0000","C0360","交易域","财务","query_cross","hard","rolling_14d","0d9d06e37c95af93","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","order_profit","present","present","present","","最近14天开卡订单的利润分析","订单利润(orders profit)","需区分口径"
"BQ0851","ROTATE","BQ0827","1.0000","C0361","交易域","财务","query_cross","hard","rolling_14d","0d9d06e37c95af93","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","order_profit","present","present","present","","最近14天产品订单的成本和毛利","订单利润(orders profit)","需区分口径"
"BQ0852","KEEP","BQ0852","1.0000","C0366","交易域","财务","query_cross","hard","none","7bdc926ffeb84f74","coverage_representative","current_release_test","order_profit","present","present","present","","抗衰管理 6 次卡的确认收入进度","订单利润(orders profit)","需区分口径"
"BQ0853","KEEP","BQ0853","1.0000","C0357","交易域","财务","query_cross","hard","today","6e0449d5c52754d9","coverage_representative","current_release_test","order_profit","present","present","present","","今天每张订单的毛利分别多少","订单利润(orders profit)","需区分口径"
"BQ0854","KEEP","BQ0854","1.0000","C0367","交易域","财务","query_cross","hard","today","6e0449d5c52754d9","coverage_representative","current_release_test","order_profit","present","present","present","","亮肤淡斑管理订单今天的利润情况","订单利润(orders profit)","需区分口径"
"BQ0855","KEEP","BQ0855","1.0000","C0368","交易域","财务","query_cross","hard","today","6e0449d5c52754d9","coverage_representative","current_release_test","order_profit","present","present","present","","今天次卡核销确认的收入有多少","订单利润(orders profit)","需区分口径"
"BQ0856","KEEP","BQ0856","1.0000","C0369","交易域","财务","query_cross","hard","today","6e0449d5c52754d9","coverage_representative","current_release_test","order_profit","present","present","present","","今天实收口径和确认口径差多少","订单利润(orders profit)","需区分口径"
"BQ0857","KEEP","BQ0857","1.0000","C0359","交易域","财务","query_cross","hard","today","6e0449d5c52754d9","coverage_representative","current_release_test","order_profit","present","present","present","","今天哪些订单毛利为负","订单利润(orders profit)","需区分口径"
"BQ0858","KEEP","BQ0858","1.0000","C0360","交易域","财务","query_cross","hard","today","6e0449d5c52754d9","coverage_representative","current_release_test","order_profit","present","present","present","","今天开卡订单的利润分析","订单利润(orders profit)","需区分口径"
"BQ0859","KEEP","BQ0859","1.0000","C0361","交易域","财务","query_cross","hard","today","6e0449d5c52754d9","coverage_representative","current_release_test","order_profit","present","present","present","","今天产品订单的成本和毛利","订单利润(orders profit)","需区分口径"
"BQ0860","ROTATE","BQ0852","0.8333","C0366","交易域","财务","query_cross","hard","none","7bdc926ffeb84f74","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","order_profit","present","present","present","","补水护理 10 次卡的确认收入进度","订单利润(orders profit)","需区分口径"
"BQ0861","KEEP","BQ0861","1.0000","C0372","履约域","前台","query_single","easy","previous_week","90b8907db2de140c","legacy_gate_required","current_release_test","reservation_service_fact","present","present","present","","上周有多少个预约","Reservation/ServiceTask 表",""
"BQ0862","KEEP","BQ0862","1.0000","C0373","履约域","前台","query_single","easy","previous_week","90b8907db2de140c","coverage_representative","current_release_test","reservation_service_fact","present","present","present","","上周的预约都有谁","Reservation/ServiceTask 表",""
"BQ0863","KEEP","BQ0863","1.0000","C0374","履约域","前台","query_single","easy","none","7a9f42e949f2cd1d","coverage_representative","current_release_test","reservation_service_fact","present","present","present","","现在有哪些未确认的预约","Reservation/ServiceTask 表",""
"BQ0864","KEEP","BQ0864","1.0000","C0375","履约域","前台","query_single","easy","rolling_7d","fbc7e39279ade1f7","coverage_representative","current_release_test","reservation_service_fact","present","present","present","","吴若兰最近7天有预约吗","Reservation/ServiceTask 表",""
"BQ0865","KEEP","BQ0865","1.0000","C0376","履约域","前台","query_single","easy","rolling_7d","fbc7e39279ade1f7","coverage_representative","current_release_test","reservation_service_fact","present","present","present","","最近7天有几个服务任务","Reservation/ServiceTask 表",""
"BQ0866","KEEP","BQ0866","1.0000","C0377","履约域","前台","query_single","easy","none","7a9f42e949f2cd1d","coverage_representative","current_release_test","reservation_service_fact","present","present","present","","哪些客户预约了还没到店","Reservation/ServiceTask 表",""
"BQ0867","KEEP","BQ0867","1.0000","C0378","履约域","前台","query_single","easy","natural_year","893200e12c1cabb3","coverage_representative","current_release_test","reservation_service_fact","present","present","present","","今年核销了多少次卡","Reservation/ServiceTask 表",""
"BQ0868","KEEP","BQ0868","1.0000","C0379","履约域","前台","query_single","easy","natural_year","893200e12c1cabb3","coverage_representative","current_release_test","reservation_service_fact","present","present","present","","今年的到店人数","Reservation/ServiceTask 表",""
"BQ0869","ROTATE","BQ0864","0.8235","C0375","履约域","前台","query_single","easy","natural_year","893200e12c1cabb3","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","reservation_service_fact","present","present","present","","唐伊今年有几个预约","Reservation/ServiceTask 表",""
"BQ0870","KEEP","BQ0870","1.0000","C0380","履约域","前台","query_single","easy","natural_year","893200e12c1cabb3","coverage_representative","current_release_test","reservation_service_fact","present","present","present","","今年哪些时段还有空","Reservation/ServiceTask 表",""
"BQ0871","ROTATE","BQ0861","1.0000","C0372","履约域","前台","query_single","easy","rolling_7d","fbc7e39279ade1f7","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","reservation_service_fact","present","present","present","","最近7天有多少个预约","Reservation/ServiceTask 表",""
"BQ0872","ROTATE","BQ0862","1.0000","C0373","履约域","前台","query_single","easy","rolling_7d","fbc7e39279ade1f7","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","reservation_service_fact","present","present","present","","最近7天的预约都有谁","Reservation/ServiceTask 表",""
"BQ0873","ROTATE","BQ0864","1.0000","C0375","履约域","前台","query_single","easy","natural_year","893200e12c1cabb3","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","reservation_service_fact","present","present","present","","罗若兰今年有预约吗","Reservation/ServiceTask 表",""
"BQ0874","ROTATE","BQ0865","1.0000","C0376","履约域","前台","query_single","easy","natural_year","893200e12c1cabb3","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","reservation_service_fact","present","present","present","","今年有几个服务任务","Reservation/ServiceTask 表",""
"BQ0875","ROTATE","BQ0867","0.9286","C0378","履约域","前台","query_single","easy","natural_week+weekend","12233960b2b59427","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","reservation_service_fact","present","present","present","","本周末核销了多少次卡","Reservation/ServiceTask 表",""
"BQ0876","ROTATE","BQ0868","0.9167","C0379","履约域","前台","query_single","easy","natural_week+weekend","12233960b2b59427","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","reservation_service_fact","present","present","present","","本周末的到店人数","Reservation/ServiceTask 表",""
"BQ0877","KEEP","BQ0877","1.0000","C0381","履约域","前台","query_single","easy","natural_week+weekend","12233960b2b59427","coverage_representative","current_release_test","reservation_service_fact","present","present","present","","宋乔本周末有几个预约","Reservation/ServiceTask 表",""
"BQ0878","ROTATE","BQ0870","0.9286","C0380","履约域","前台","query_single","easy","natural_week+weekend","12233960b2b59427","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","reservation_service_fact","present","present","present","","本周末哪些时段还有空","Reservation/ServiceTask 表",""
"BQ0879","ROTATE","BQ0861","1.0000","C0372","履约域","前台","query_single","easy","natural_year","893200e12c1cabb3","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","reservation_service_fact","present","present","present","","今年有多少个预约","Reservation/ServiceTask 表",""
"BQ0880","ROTATE","BQ0862","1.0000","C0373","履约域","前台","query_single","easy","natural_year","893200e12c1cabb3","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","reservation_service_fact","present","present","present","","今年的预约都有谁","Reservation/ServiceTask 表",""
"BQ0881","ROTATE","BQ0864","0.9412","C0375","履约域","前台","query_single","easy","natural_week+weekend","12233960b2b59427","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","reservation_service_fact","present","present","present","","黄婉清本周末有预约吗","Reservation/ServiceTask 表",""
"BQ0882","ROTATE","BQ0865","0.9286","C0376","履约域","前台","query_single","easy","natural_week+weekend","12233960b2b59427","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","reservation_service_fact","present","present","present","","本周末有几个服务任务","Reservation/ServiceTask 表",""
"BQ0883","REVIEW","BQ0883","1.0000","product-loop:ambiguous_named_business_period","履约域","前台","query_single","easy","campaign_period","2f62b3ace5d9ec75","题目只给出活动或节假日名称，未绑定年份、明确日期范围或后台正式活动周期；不能据此构造业务时间事实，需先逐题复核。","evidence_review_required","ambiguous_named_business_period","present_in_related_workflow","present_in_related_workflow","evidence_review_required","data_facts","国庆期间核销了多少次卡","Reservation/ServiceTask 表",""
"BQ0884","REVIEW","BQ0884","1.0000","product-loop:ambiguous_named_business_period","履约域","前台","query_single","easy","campaign_period","2f62b3ace5d9ec75","题目只给出活动或节假日名称，未绑定年份、明确日期范围或后台正式活动周期；不能据此构造业务时间事实，需先逐题复核。","evidence_review_required","ambiguous_named_business_period","present_in_related_workflow","present_in_related_workflow","evidence_review_required","data_facts","国庆期间的到店人数","Reservation/ServiceTask 表",""
"BQ0885","REVIEW","BQ0885","1.0000","product-loop:ambiguous_named_business_period","履约域","前台","query_single","easy","campaign_period","2f62b3ace5d9ec75","题目只给出活动或节假日名称，未绑定年份、明确日期范围或后台正式活动周期；不能据此构造业务时间事实，需先逐题复核。","evidence_review_required","ambiguous_named_business_period","present_in_related_workflow","present_in_related_workflow","evidence_review_required","data_facts","沈晴国庆期间有几个预约","Reservation/ServiceTask 表",""
"BQ0886","REVIEW","BQ0886","1.0000","product-loop:ambiguous_named_business_period","履约域","前台","query_single","easy","campaign_period","2f62b3ace5d9ec75","题目只给出活动或节假日名称，未绑定年份、明确日期范围或后台正式活动周期；不能据此构造业务时间事实，需先逐题复核。","evidence_review_required","ambiguous_named_business_period","present_in_related_workflow","present_in_related_workflow","evidence_review_required","data_facts","国庆期间哪些时段还有空","Reservation/ServiceTask 表",""
"BQ0887","ROTATE","BQ0861","0.9231","C0372","履约域","前台","query_single","easy","natural_week+weekend","12233960b2b59427","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","reservation_service_fact","present","present","present","","本周末有多少个预约","Reservation/ServiceTask 表",""
"BQ0888","ROTATE","BQ0862","0.9231","C0373","履约域","前台","query_single","easy","natural_week+weekend","12233960b2b59427","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","reservation_service_fact","present","present","present","","本周末的预约都有谁","Reservation/ServiceTask 表",""
