id,role,section,question,supportClass,supportLabel,managementSupport,backendSupport,reason,expectedView,evalStatus,failureCategory,candidateViews,selectedViews,totalMs,answerSummary
beautician-007,四、美容师服务 Agent,今日服务安排,下一个客人上次做了什么，有没有什么特殊要求,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
beautician-008,四、美容师服务 Agent,今日服务安排,今天我总共要服务几个小时,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
beautician-009,四、美容师服务 Agent,今日服务安排,有没有客人临时取消了，我可以提前下班吗,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
beautician-010,四、美容师服务 Agent,今日服务安排,我今天的客人里有没有首次来的新客,clarification_required,需要补充实体、阈值或上下文,supported,supported,当前 Ask 查询上下文未携带登录账号对应的员工 ID，需要先明确美容师姓名。,,not_executed,,,,,
beautician-011,四、美容师服务 Agent,今日服务安排,下一个客人有没有皮肤过敏或者什么注意事项,ask_sensitive_boundary,敏感字段禁止查询,partial,supported,涉及 Ask 不开放的个人敏感、健康或内部备注字段。,,not_executed,,,,,
beautician-012,四、美容师服务 Agent,今日服务安排,今天有哪个客人是比较难服务的，需要注意什么,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,partial,unknown,当前问题未命中 Ask 指标合同，需由具体业务模块或 Ami Brain 承接。,,not_executed,,,,,
beautician-013,四、美容师服务 Agent,今日服务安排,我现在服务完这个客人，下一个几点来,clarification_required,需要补充实体、阈值或上下文,supported,supported,当前 Ask 查询上下文未携带登录账号对应的员工 ID，需要先明确美容师姓名。,,not_executed,,,,,
beautician-014,四、美容师服务 Agent,今日服务安排,今天有没有安排我去做培训或其他任务,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
beautician-015,四、美容师服务 Agent,今日服务安排,下午两点那个客人想做什么项目,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,partial,unknown,当前问题未命中 Ask 指标合同，需由具体业务模块或 Ami Brain 承接。,,not_executed,,,,,
beautician-016,四、美容师服务 Agent,今日服务安排,我今天要用到什么产品和耗材,clarification_required,需要补充实体、阈值或上下文,supported,supported,当前 Ask 查询上下文未携带登录账号对应的员工 ID，需要先明确美容师姓名。,,not_executed,,,,,
beautician-017,四、美容师服务 Agent,今日服务安排,今天有没有客人提前到了在等我,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
beautician-018,四、美容师服务 Agent,今日服务安排,我这周的排班是怎样的,clarification_required,需要补充实体、阈值或上下文,supported,supported,当前 Ask 查询上下文未携带登录账号对应的员工 ID，需要先明确美容师姓名。,ask_data_staff_capacity_view,not_executed,,,,,
beautician-019,四、美容师服务 Agent,今日服务安排,帮我看一下今天客人的护理历史,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台已有相关业务入口，但当前 34 个 Ask 视图未开放该字段或实时状态。,,not_executed,,,,,
beautician-020,四、美容师服务 Agent,今日服务安排,我今天最后一个客人结束后还有没有安排,clarification_required,需要补充实体、阈值或上下文,supported,supported,当前 Ask 查询上下文未携带登录账号对应的员工 ID，需要先明确美容师姓名。,,not_executed,,,,,
beautician-021,四、美容师服务 Agent,今日服务安排,下一个客人的疗程做到哪一步了,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台已有相关业务入口，但当前 34 个 Ask 视图未开放该字段或实时状态。,agent_v3_project_catalog_view,not_executed,,,,,
beautician-022,四、美容师服务 Agent,今日服务安排,今天有没有需要我帮客人续卡或者推荐项目的,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
beautician-023,四、美容师服务 Agent,今日服务安排,我今天的客人里有没有 VIP 需要特别对待,clarification_required,需要补充实体、阈值或上下文,supported,supported,当前 Ask 查询上下文未携带登录账号对应的员工 ID，需要先明确美容师姓名。,,not_executed,,,,,
beautician-024,四、美容师服务 Agent,今日服务安排,下一个客人最近情绪状态怎么样，需要特别关心吗,ask_sensitive_boundary,敏感字段禁止查询,partial,supported,涉及 Ask 不开放的个人敏感、健康或内部备注字段。,,not_executed,,,,,
beautician-025,四、美容师服务 Agent,今日服务安排,帮我看一下今天整体的服务流程安排,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,partial,unknown,当前问题未命中 Ask 指标合同，需由具体业务模块或 Ami Brain 承接。,,not_executed,,,,,
beautician-026,四、美容师服务 Agent,客户护理建议,这个客人皮肤类型是什么，适合做什么护理,ask_sensitive_boundary,敏感字段禁止查询,partial,supported,涉及 Ask 不开放的个人敏感、健康或内部备注字段。,,not_executed,,,,,
beautician-027,四、美容师服务 Agent,客户护理建议,她上次反映皮肤有点干，这次应该用什么产品,ask_sensitive_boundary,敏感字段禁止查询,partial,supported,涉及 Ask 不开放的个人敏感、健康或内部备注字段。,,not_executed,,,,,
beautician-028,四、美容师服务 Agent,客户护理建议,这个客人有过敏史，做项目前我需要注意什么,ask_sensitive_boundary,敏感字段禁止查询,partial,supported,涉及 Ask 不开放的个人敏感、健康或内部备注字段。,,not_executed,,,,,
beautician-029,四、美容师服务 Agent,客户护理建议,她的疗程做了几次了，还有几次,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,agent_v3_project_catalog_view,not_executed,,,,,
beautician-030,四、美容师服务 Agent,客户护理建议,这次护理后我应该给她什么建议,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,,not_executed,,,,,
beautician-031,四、美容师服务 Agent,客户护理建议,这个客人说她最近压力大，皮肤状态差，怎么建议,ask_sensitive_boundary,敏感字段禁止查询,partial,supported,涉及 Ask 不开放的个人敏感、健康或内部备注字段。,,not_executed,,,,,
beautician-032,四、美容师服务 Agent,客户护理建议,她上次护理后反映有点红，这次怎么调整,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,partial,unknown,当前问题未命中 Ask 指标合同，需由具体业务模块或 Ami Brain 承接。,,not_executed,,,,,
beautician-033,四、美容师服务 Agent,客户护理建议,这个客人年龄偏大，适合推荐什么抗老项目,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,,not_executed,,,,,
beautician-034,四、美容师服务 Agent,客户护理建议,她一直在做同一个项目，我应该推荐她升级吗,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,agent_v3_project_catalog_view,not_executed,,,,,
beautician-035,四、美容师服务 Agent,客户护理建议,这个客人皮肤最近出油多，护理重点应该放在哪里,ask_sensitive_boundary,敏感字段禁止查询,partial,supported,涉及 Ask 不开放的个人敏感、健康或内部备注字段。,,not_executed,,,,,
beautician-036,四、美容师服务 Agent,客户护理建议,她问我护理后回家怎么保养，我怎么回答,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,partial,unknown,当前问题未命中 Ask 指标合同，需由具体业务模块或 Ami Brain 承接。,,not_executed,,,,,
beautician-037,四、美容师服务 Agent,客户护理建议,这次服务完我应该推荐她预约哪个项目,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,,not_executed,,,,,
beautician-038,四、美容师服务 Agent,客户护理建议,这个客人皮肤有色斑，我应该重点关注什么,ask_sensitive_boundary,敏感字段禁止查询,partial,supported,涉及 Ask 不开放的个人敏感、健康或内部备注字段。,,not_executed,,,,,
beautician-039,四、美容师服务 Agent,客户护理建议,她的护理周期建议是多久来一次,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,agent_v3_project_catalog_view,not_executed,,,,,
beautician-040,四、美容师服务 Agent,客户护理建议,这个客人问我们最新的护理项目是什么，有什么特点,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,agent_v3_project_catalog_view,not_executed,,,,,
beautician-041,四、美容师服务 Agent,客户护理建议,她上次问过某个仪器项目，我该怎么介绍,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,partial,unknown,当前问题未命中 Ask 指标合同，需由具体业务模块或 Ami Brain 承接。,,not_executed,,,,,
beautician-042,四、美容师服务 Agent,客户护理建议,这个客人皮肤比较敏感，用什么护理方案最安全,ask_sensitive_boundary,敏感字段禁止查询,partial,supported,涉及 Ask 不开放的个人敏感、健康或内部备注字段。,,not_executed,,,,,
beautician-043,四、美容师服务 Agent,客户护理建议,她最近在家用什么护肤品，和我们的方案冲突吗,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,partial,unknown,当前问题未命中 Ask 指标合同，需由具体业务模块或 Ami Brain 承接。,,not_executed,,,,,
beautician-044,四、美容师服务 Agent,客户护理建议,这个客人问为什么护理效果没有朋友说的好,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,,not_executed,,,,,
beautician-045,四、美容师服务 Agent,客户护理建议,她下次应该做什么，间隔多久比较合适,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,,not_executed,,,,,
beautician-046,四、美容师服务 Agent,客户护理建议,这个客人的护肤目标是什么，我应该怎么制定方案,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,,not_executed,,,,,
beautician-047,四、美容师服务 Agent,客户护理建议,她问做完护理可以化妆吗，我怎么回答,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,partial,unknown,当前问题未命中 Ask 指标合同，需由具体业务模块或 Ami Brain 承接。,,not_executed,,,,,
beautician-048,四、美容师服务 Agent,客户护理建议,这个客人皮肤最近特别暗沉，有什么针对性建议,ask_sensitive_boundary,敏感字段禁止查询,partial,supported,涉及 Ask 不开放的个人敏感、健康或内部备注字段。,,not_executed,,,,,
beautician-049,四、美容师服务 Agent,客户护理建议,她之前做过的项目哪个效果最好,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,partial,unknown,当前问题未命中 Ask 指标合同，需由具体业务模块或 Ami Brain 承接。,,not_executed,,,,,
beautician-050,四、美容师服务 Agent,客户护理建议,这个客人想改变护理方向，我怎么给她分析,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,,not_executed,,,,,
beautician-051,四、美容师服务 Agent,服务记录与跟进,帮我记录今天这个客人做了什么，有什么反馈,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,,not_executed,,,,,
beautician-052,四、美容师服务 Agent,服务记录与跟进,这次护理用了哪些产品，消耗了多少,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,agent_v3_stock_movement_view,not_executed,,,,,
beautician-053,四、美容师服务 Agent,服务记录与跟进,客人今天说皮肤有改善，帮我记录一下,ask_sensitive_boundary,敏感字段禁止查询,partial,supported,涉及 Ask 不开放的个人敏感、健康或内部备注字段。,,not_executed,,,,,
beautician-054,四、美容师服务 Agent,服务记录与跟进,我想给这个客人写一个护理总结,clarification_required,需要补充实体、阈值或上下文,supported,supported,当前 Ask 查询上下文未携带登录账号对应的员工 ID，需要先明确美容师姓名。,,not_executed,,,,,
beautician-055,四、美容师服务 Agent,服务记录与跟进,帮我记录一下客人这次的特殊需求,ask_readonly_boundary,管理端可操作但 Ask 只读,supported,supported,管理端或后台可能支持该业务操作，但 Ami Ask 第一阶段严格只读，不执行写操作。,,not_executed,,,,,
beautician-056,四、美容师服务 Agent,服务记录与跟进,这个客人今天护理完皮肤状态怎么样，我怎么描述,ask_sensitive_boundary,敏感字段禁止查询,partial,supported,涉及 Ask 不开放的个人敏感、健康或内部备注字段。,,not_executed,,,,,
beautician-057,四、美容师服务 Agent,服务记录与跟进,帮我建一个跟进任务，提醒我两周后联系这个客人,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,agent_v3_marketing_automation_view,not_executed,,,,,
beautician-058,四、美容师服务 Agent,服务记录与跟进,这个客人今天表示很满意，我能不能请她推荐朋友,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,,not_executed,,,,,
beautician-059,四、美容师服务 Agent,服务记录与跟进,帮我记录一下这次用的仪器参数,ask_sensitive_boundary,敏感字段禁止查询,partial,supported,涉及 Ask 不开放的个人敏感、健康或内部备注字段。,,not_executed,,,,,
beautician-060,四、美容师服务 Agent,服务记录与跟进,客人护理结束后说想买一瓶精华，帮我记一下,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,partial,unknown,当前问题未命中 Ask 指标合同，需由具体业务模块或 Ami Brain 承接。,,not_executed,,,,,
beautician-061,四、美容师服务 Agent,服务记录与跟进,这个客人问能不能下次带老公来做项目，帮我记录,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,,not_executed,,,,,
beautician-062,四、美容师服务 Agent,服务记录与跟进,服务结束后我应该说什么话送客人,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,,not_executed,,,,,
beautician-063,四、美容师服务 Agent,服务记录与跟进,这次护理发现客人有一处皮肤问题，怎么记录和处理,ask_sensitive_boundary,敏感字段禁止查询,partial,supported,涉及 Ask 不开放的个人敏感、健康或内部备注字段。,,not_executed,,,,,
beautician-064,四、美容师服务 Agent,服务记录与跟进,帮我查一下上次给这个客人做护理时记了什么,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,,not_executed,,,,,
beautician-065,四、美容师服务 Agent,服务记录与跟进,这个客人今天对某个产品不满意，帮我记录一下,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,ask_data_customer_feedback_view,not_executed,,,,,
beautician-066,四、美容师服务 Agent,服务记录与跟进,服务中我发现客户皮肤状态有明显变化，怎么记录,ask_sensitive_boundary,敏感字段禁止查询,partial,supported,涉及 Ask 不开放的个人敏感、健康或内部备注字段。,,not_executed,,,,,
beautician-067,四、美容师服务 Agent,服务记录与跟进,帮我写一份这个客人三个月的护理进度总结,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,,not_executed,,,,,
beautician-068,四、美容师服务 Agent,服务记录与跟进,这次服务完我应该推荐她做什么预约,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,,not_executed,,,,,
beautician-069,四、美容师服务 Agent,服务记录与跟进,客人说想改变护理方案，我应该怎么和她沟通,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,,not_executed,,,,,
beautician-070,四、美容师服务 Agent,服务记录与跟进,帮我记录这次服务时长和具体操作步骤,ask_readonly_boundary,管理端可操作但 Ask 只读,supported,supported,管理端或后台可能支持该业务操作，但 Ami Ask 第一阶段严格只读，不执行写操作。,agent_v3_project_catalog_view,not_executed,,,,,
beautician-071,四、美容师服务 Agent,服务记录与跟进,这个客人提出了一个我不确定的皮肤问题，怎么办,ask_sensitive_boundary,敏感字段禁止查询,partial,supported,涉及 Ask 不开放的个人敏感、健康或内部备注字段。,,not_executed,,,,,
beautician-072,四、美容师服务 Agent,服务记录与跟进,帮我设置一个提醒，下个月初联系这个客人,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,,not_executed,,,,,
beautician-073,四、美容师服务 Agent,服务记录与跟进,这次护理结束后需要给客人发什么跟进消息,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,,not_executed,,,,,
beautician-074,四、美容师服务 Agent,服务记录与跟进,客人今天疗程结束了，帮我记录最终效果,ask_readonly_boundary,管理端可操作但 Ask 只读,supported,supported,管理端或后台可能支持该业务操作，但 Ami Ask 第一阶段严格只读，不执行写操作。,agent_v3_project_catalog_view,not_executed,,,,,
beautician-075,四、美容师服务 Agent,服务记录与跟进,我想给这个客人推荐一个新的护理方向，怎么记录,clarification_required,需要补充实体、阈值或上下文,supported,supported,当前 Ask 查询上下文未携带登录账号对应的员工 ID，需要先明确美容师姓名。,,not_executed,,,,,
beautician-076,四、美容师服务 Agent,个人业绩,我这个月业绩是多少,clarification_required,需要补充实体、阈值或上下文,supported,supported,当前 Ask 查询上下文未携带登录账号对应的员工 ID，需要先明确美容师姓名。,,not_executed,,,,,
beautician-077,四、美容师服务 Agent,个人业绩,我这个月目标完成了多少,clarification_required,需要补充实体、阈值或上下文,supported,supported,当前 Ask 查询上下文未携带登录账号对应的员工 ID，需要先明确美容师姓名。,,not_executed,,,,,
beautician-078,四、美容师服务 Agent,个人业绩,我今天已经做了几个客人，收入多少,clarification_required,需要补充实体、阈值或上下文,supported,supported,当前 Ask 查询上下文未携带登录账号对应的员工 ID，需要先明确美容师姓名。,,not_executed,,,,,
beautician-079,四、美容师服务 Agent,个人业绩,我的提成这个月大概是多少,clarification_required,需要补充实体、阈值或上下文,supported,supported,当前 Ask 查询上下文未携带登录账号对应的员工 ID，需要先明确美容师姓名。,ask_data_staff_performance_view,not_executed,,,,,
beautician-080,四、美容师服务 Agent,个人业绩,我这个月比上个月进步了多少,clarification_required,需要补充实体、阈值或上下文,supported,supported,当前 Ask 查询上下文未携带登录账号对应的员工 ID，需要先明确美容师姓名。,,not_executed,,,,,
beautician-081,四、美容师服务 Agent,个人业绩,我在店里的业绩排名第几,clarification_required,需要补充实体、阈值或上下文,supported,supported,当前 Ask 查询上下文未携带登录账号对应的员工 ID，需要先明确美容师姓名。,,not_executed,,,,,
beautician-082,四、美容师服务 Agent,个人业绩,我还需要做多少业绩才能完成本月目标,clarification_required,需要补充实体、阈值或上下文,supported,supported,当前 Ask 查询上下文未携带登录账号对应的员工 ID，需要先明确美容师姓名。,,not_executed,,,,,
beautician-083,四、美容师服务 Agent,个人业绩,我这个月服务了多少客人,clarification_required,需要补充实体、阈值或上下文,supported,supported,当前 Ask 查询上下文未携带登录账号对应的员工 ID，需要先明确美容师姓名。,ask_data_staff_performance_view,not_executed,,,,,
beautician-084,四、美容师服务 Agent,个人业绩,我的复购率在店里算高还是低,clarification_required,需要补充实体、阈值或上下文,supported,supported,当前 Ask 查询上下文未携带登录账号对应的员工 ID，需要先明确美容师姓名。,,not_executed,,,,,
beautician-085,四、美容师服务 Agent,个人业绩,我做得最好的项目是什么,clarification_required,需要补充实体、阈值或上下文,supported,supported,当前 Ask 查询上下文未携带登录账号对应的员工 ID，需要先明确美容师姓名。,,not_executed,,,,,
beautician-086,四、美容师服务 Agent,个人业绩,我的客户有多少是老客户,clarification_required,需要补充实体、阈值或上下文,supported,supported,当前 Ask 查询上下文未携带登录账号对应的员工 ID，需要先明确美容师姓名。,,not_executed,,,,,
beautician-087,四、美容师服务 Agent,个人业绩,有没有哪个客户最近好久没来了，我应该联系一下,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,,not_executed,,,,,
beautician-088,四、美容师服务 Agent,个人业绩,我这个月升单做得怎么样,clarification_required,需要补充实体、阈值或上下文,supported,supported,当前 Ask 查询上下文未携带登录账号对应的员工 ID，需要先明确美容师姓名。,,not_executed,,,,,
beautician-089,四、美容师服务 Agent,个人业绩,我昨天的提成是多少,clarification_required,需要补充实体、阈值或上下文,supported,supported,当前 Ask 查询上下文未携带登录账号对应的员工 ID，需要先明确美容师姓名。,ask_data_staff_performance_view,not_executed,,,,,
beautician-090,四、美容师服务 Agent,个人业绩,我的客户满意度高不高,clarification_required,需要补充实体、阈值或上下文,supported,supported,当前 Ask 查询上下文未携带登录账号对应的员工 ID，需要先明确美容师姓名。,ask_data_customer_feedback_view,not_executed,,,,,
beautician-091,四、美容师服务 Agent,个人业绩,这个月还有几天，我能完成目标吗,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台已有相关业务入口，但当前 34 个 Ask 视图未开放该字段或实时状态。,,not_executed,,,,,
beautician-092,四、美容师服务 Agent,个人业绩,我上个月业绩是多少，跟这个月比怎么样,clarification_required,需要补充实体、阈值或上下文,supported,supported,当前 Ask 查询上下文未携带登录账号对应的员工 ID，需要先明确美容师姓名。,,not_executed,,,,,
beautician-093,四、美容师服务 Agent,个人业绩,有没有客户反映对我的服务不满意,clarification_required,需要补充实体、阈值或上下文,supported,supported,当前 Ask 查询上下文未携带登录账号对应的员工 ID，需要先明确美容师姓名。,ask_data_customer_feedback_view,not_executed,,,,,
beautician-094,四、美容师服务 Agent,个人业绩,我接过最长服务的客人是谁，做了什么,clarification_required,需要补充实体、阈值或上下文,supported,supported,当前 Ask 查询上下文未携带登录账号对应的员工 ID，需要先明确美容师姓名。,,not_executed,,,,,
beautician-095,四、美容师服务 Agent,个人业绩,我这个月新客转化了几个,clarification_required,需要补充实体、阈值或上下文,supported,supported,当前 Ask 查询上下文未携带登录账号对应的员工 ID，需要先明确美容师姓名。,,not_executed,,,,,
beautician-096,四、美容师服务 Agent,个人业绩,我的技术培训记录是什么，还有哪些没完成,clarification_required,需要补充实体、阈值或上下文,supported,supported,当前 Ask 查询上下文未携带登录账号对应的员工 ID，需要先明确美容师姓名。,,not_executed,,,,,
beautician-097,四、美容师服务 Agent,个人业绩,我这个月迟到或者请假了几次,clarification_required,需要补充实体、阈值或上下文,supported,supported,当前 Ask 查询上下文未携带登录账号对应的员工 ID，需要先明确美容师姓名。,,not_executed,,,,,
beautician-098,四、美容师服务 Agent,个人业绩,我做的哪类项目客户最满意,clarification_required,需要补充实体、阈值或上下文,supported,supported,当前 Ask 查询上下文未携带登录账号对应的员工 ID，需要先明确美容师姓名。,,not_executed,,,,,
beautician-099,四、美容师服务 Agent,个人业绩,有没有老板对我最近的表现有什么反馈,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
beautician-100,四、美容师服务 Agent,个人业绩,帮我分析一下我的业绩为什么这个月低了,clarification_required,需要补充实体、阈值或上下文,supported,supported,当前 Ask 查询上下文未携带登录账号对应的员工 ID，需要先明确美容师姓名。,ask_data_staff_performance_view,not_executed,,,,,
inventory-001,五、库存采购 Agent,库存查询与风险,现在哪些东西快没了,ask_query_low_confidence,Ask 低置信候选并实测,partial,supported,属于经营数据查询，但需要低置信度语义模型选择候选或补足指标。,agent_v3_product_inventory_view,pass,,agent_v3_product_inventory_view,agent_v3_product_inventory_view,13546,已查询到 14 条结果，首条为 product_name=射频仪器导入凝胶、sku=IND-6-STD-GEL-RF-001、unit=ml。
inventory-002,五、库存采购 Agent,库存查询与风险,帮我看一下库存整体情况,ask_query_low_confidence,Ask 低置信候选并实测,partial,supported,属于经营数据查询，但需要低置信度语义模型选择候选或补足指标。,agent_v3_product_inventory_view,clarification,semantic_clarification,agent_v3_product_inventory_view,,5004,
inventory-003,五、库存采购 Agent,库存查询与风险,有没有什么产品只剩最后几瓶了,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
inventory-004,五、库存采购 Agent,库存查询与风险,这个月用了多少洗面奶，还剩多少,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
inventory-005,五、库存采购 Agent,库存查询与风险,精华液现在库存还有多少,ask_query_supported,Ask 明确支持并实测,supported,supported,命中已治理指标和 34 视图，可进入真实 SQL 链路评测。,agent_v3_product_inventory_view,pass,,agent_v3_product_inventory_view,agent_v3_product_inventory_view,7853,精华液当前库存数量数据无法判断。
inventory-006,五、库存采购 Agent,库存查询与风险,帮我看一下所有低于安全库存的产品,ask_query_supported,Ask 明确支持并实测,supported,supported,命中已治理指标和 34 视图，可进入真实 SQL 链路评测。,agent_v3_product_inventory_view,pass,,agent_v3_product_inventory_view,agent_v3_product_inventory_view,10114,已查询到 1 条结果，首条为 product_id=82、product_name=玻尿酸保湿精华、sku=AMI-DEMO-FULL-SKU-001。
inventory-007,五、库存采购 Agent,库存查询与风险,仓库里有多少货，大概值多少钱,ask_query_low_confidence,Ask 低置信候选并实测,partial,supported,属于经营数据查询，但需要低置信度语义模型选择候选或补足指标。,agent_v3_product_inventory_view,pass,,agent_v3_product_inventory_view,agent_v3_product_inventory_view,10665,已查询到 1 条结果，首条为 total_on_hand=3207.750000000000000000000000000000、total_stock_value=263308.310000000000037000000000000000000。
inventory-008,五、库存采购 Agent,库存查询与风险,哪些产品这周消耗特别快,ask_query_low_confidence,Ask 低置信候选并实测,partial,supported,属于经营数据查询，但需要低置信度语义模型选择候选或补足指标。,agent_v3_stock_movement_view,expected_view_miss,candidate_selector_miss,agent_v3_product_inventory_view,agent_v3_product_inventory_view,34144,已查询到 20 条结果，首条为 product_name=晒后舒缓凝胶、sku=IND-6-STD-POSTSUN-GEL-001、unit=ml。
inventory-009,五、库存采购 Agent,库存查询与风险,现在缺货最紧急的是什么,ask_query_supported,Ask 明确支持并实测,supported,supported,命中已治理指标和 34 视图，可进入真实 SQL 链路评测。,agent_v3_product_inventory_view,pass,,agent_v3_product_inventory_view,agent_v3_product_inventory_view,19635,当前最紧急缺货商品为玻尿酸保湿精华。
inventory-010,五、库存采购 Agent,库存查询与风险,有没有产品一直有但从来不用的,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
inventory-011,五、库存采购 Agent,库存查询与风险,这个月库存消耗和上个月比有没有异常,ask_query_low_confidence,Ask 低置信候选并实测,partial,supported,属于经营数据查询，但需要低置信度语义模型选择候选或补足指标。,agent_v3_stock_movement_view,clarification,semantic_clarification,agent_v3_product_inventory_view,,4904,
