id,domain,role,type,difficulty,question,expected_target,notes
BQ0983,履约域,前台,analysis,medium,本周末爽约集中在哪些客户或时段,履约分析,
BQ0984,履约域,前台,analysis,medium,本周末产能利用率分析,履约分析,
BQ0985,履约域,前台,analysis,medium,本周末预约渠道分布,履约分析,
BQ0986,履约域,前台,analysis,medium,本周末高峰和低谷时段对比,履约分析,
BQ0987,履约域,前台,analysis,medium,分析下国庆期间的到店高峰时段,履约分析,
BQ0988,履约域,前台,analysis,medium,国庆期间预约转化率趋势,履约分析,
BQ0989,履约域,前台,analysis,medium,国庆期间各项目的预约时长分布,履约分析,
BQ0990,履约域,前台,analysis,medium,国庆期间空档率的情况,履约分析,
BQ0991,履约域,前台,analysis,medium,国庆期间爽约集中在哪些客户或时段,履约分析,
BQ0992,履约域,前台,analysis,medium,国庆期间产能利用率分析,履约分析,
BQ0993,履约域,前台,analysis,medium,国庆期间预约渠道分布,履约分析,
BQ0994,履约域,前台,analysis,medium,国庆期间高峰和低谷时段对比,履约分析,
BQ0995,履约域,前台,analysis,medium,分析下这半年的到店高峰时段,履约分析,
BQ0996,履约域,前台,analysis,medium,这半年预约转化率趋势,履约分析,
BQ0997,履约域,前台,analysis,medium,这半年各项目的预约时长分布,履约分析,
BQ0998,履约域,前台,analysis,medium,这半年空档率的情况,履约分析,
BQ0999,履约域,前台,analysis,medium,这半年爽约集中在哪些客户或时段,履约分析,
BQ1000,履约域,前台,analysis,medium,这半年产能利用率分析,履约分析,
BQ1001,履约域,前台,action,medium,帮马欣怡预约今年的亮肤淡斑管理,reservations/terminal API,写操作
BQ1002,履约域,前台,action,medium,把罗若兰的预约改到今年,reservations/terminal API,写操作
BQ1003,履约域,前台,action,medium,确认罗若兰的预约,reservations/terminal API,写操作
BQ1004,履约域,前台,action,medium,登记罗若兰到店,reservations/terminal API,写操作
BQ1005,履约域,前台,action,medium,取消罗若兰的预约,reservations/terminal API,写操作
BQ1006,履约域,前台,action,medium,给罗若兰的预约开一个服务任务,reservations/terminal API,写操作
BQ1007,履约域,前台,action,medium,标记罗若兰爽约,reservations/terminal API,写操作
BQ1008,履约域,前台,action,medium,给罗若兰今年约晒后舒缓修护给唐伊做,reservations/terminal API,写操作
BQ1009,履约域,前台,action,medium,把刘婉清的预约改约给唐伊,reservations/terminal API,写操作
BQ1010,履约域,前台,action,medium,帮孙婉清预约本周末的射频紧致提升护理,reservations/terminal API,写操作
BQ1011,履约域,前台,action,medium,把黄婉清的预约改到本周末,reservations/terminal API,写操作
BQ1012,履约域,前台,action,medium,确认黄婉清的预约,reservations/terminal API,写操作
BQ1013,履约域,前台,action,medium,登记黄婉清到店,reservations/terminal API,写操作
BQ1014,履约域,前台,action,medium,取消黄婉清的预约,reservations/terminal API,写操作
BQ1015,履约域,前台,action,medium,给黄婉清的预约开一个服务任务,reservations/terminal API,写操作
BQ1016,履约域,前台,action,medium,标记黄婉清爽约,reservations/terminal API,写操作
BQ1017,履约域,前台,action,medium,给黄婉清本周末约亮肤淡斑管理给宋乔做,reservations/terminal API,写操作
BQ1018,履约域,前台,action,medium,把孙思琪的预约改约给宋乔,reservations/terminal API,写操作
BQ1019,履约域,前台,action,medium,帮朱梦瑶预约国庆期间的紧致抗衰护理,reservations/terminal API,写操作
BQ1020,履约域,前台,action,medium,把杨紫萱的预约改到国庆期间,reservations/terminal API,写操作
BQ1021,履约域,前台,action,medium,确认杨紫萱的预约,reservations/terminal API,写操作
BQ1022,履约域,前台,action,medium,登记杨紫萱到店,reservations/terminal API,写操作
BQ1023,履约域,前台,action,medium,取消杨紫萱的预约,reservations/terminal API,写操作
BQ1024,履约域,前台,action,medium,给杨紫萱的预约开一个服务任务,reservations/terminal API,写操作
BQ1025,履约域,前台,action,medium,标记杨紫萱爽约,reservations/terminal API,写操作
BQ1026,履约域,前台,action,medium,给杨紫萱国庆期间约射频紧致提升护理给沈晴做,reservations/terminal API,写操作
BQ1027,履约域,前台,action,medium,把王浩然的预约改约给沈晴,reservations/terminal API,写操作
BQ1028,履约域,前台,action,medium,帮林雨薇预约这半年的头皮舒缓养护,reservations/terminal API,写操作
BQ1029,履约域,前台,action,medium,把黄思琪的预约改到这半年,reservations/terminal API,写操作
BQ1030,履约域,前台,action,medium,确认黄思琪的预约,reservations/terminal API,写操作
BQ1031,履约域,前台,action,medium,登记黄思琪到店,reservations/terminal API,写操作
BQ1032,履约域,前台,action,medium,取消黄思琪的预约,reservations/terminal API,写操作
BQ1033,履约域,前台,action,medium,给黄思琪的预约开一个服务任务,reservations/terminal API,写操作
BQ1034,履约域,前台,action,medium,标记黄思琪爽约,reservations/terminal API,写操作
BQ1035,履约域,前台,action,medium,给黄思琪这半年约紧致抗衰护理给顾然做,reservations/terminal API,写操作
BQ1036,履约域,前台,advice,hard,今年空档太多建议怎么填,履约优化建议,
BQ1037,履约域,前台,advice,hard,怎么降低今年的爽约率,履约优化建议,
BQ1038,履约域,前台,advice,hard,今年高峰人手不够怎么调度,履约优化建议,
BQ1039,履约域,前台,advice,hard,哪些客户适合约进今年的空档,履约优化建议,
BQ1040,履约域,前台,advice,hard,今年预约转化低有什么改进建议,履约优化建议,
BQ1041,履约域,前台,advice,hard,今年排班和预约怎么更匹配,履约优化建议,
BQ1042,履约域,前台,advice,hard,本周末空档太多建议怎么填,履约优化建议,
BQ1043,履约域,前台,advice,hard,怎么降低本周末的爽约率,履约优化建议,
BQ1044,履约域,前台,advice,hard,本周末高峰人手不够怎么调度,履约优化建议,
BQ1045,履约域,前台,advice,hard,哪些客户适合约进本周末的空档,履约优化建议,
BQ1046,履约域,前台,advice,hard,本周末预约转化低有什么改进建议,履约优化建议,
BQ1047,履约域,前台,advice,hard,本周末排班和预约怎么更匹配,履约优化建议,
BQ1048,履约域,前台,advice,hard,国庆期间空档太多建议怎么填,履约优化建议,
BQ1049,履约域,前台,advice,hard,怎么降低国庆期间的爽约率,履约优化建议,
BQ1050,履约域,前台,advice,hard,国庆期间高峰人手不够怎么调度,履约优化建议,
BQ1051,履约域,前台,advice,hard,哪些客户适合约进国庆期间的空档,履约优化建议,
BQ1052,履约域,前台,advice,hard,国庆期间预约转化低有什么改进建议,履约优化建议,
BQ1053,履约域,前台,advice,hard,国庆期间排班和预约怎么更匹配,履约优化建议,
BQ1054,履约域,前台,advice,hard,这半年空档太多建议怎么填,履约优化建议,
BQ1055,履约域,前台,advice,hard,怎么降低这半年的爽约率,履约优化建议,
BQ1056,履约域,前台,advice,hard,这半年高峰人手不够怎么调度,履约优化建议,
BQ1057,履约域,前台,advice,hard,哪些客户适合约进这半年的空档,履约优化建议,
BQ1058,履约域,前台,advice,hard,这半年预约转化低有什么改进建议,履约优化建议,
BQ1059,履约域,前台,advice,hard,这半年排班和预约怎么更匹配,履约优化建议,
BQ1060,履约域,前台,advice,hard,昨天空档太多建议怎么填,履约优化建议,
BQ1061,库存域,库存,query_single,easy,滋养手膜现在还有多少库存,Product/StockBatch 表,
BQ1062,库存域,库存,query_single,easy,本月有哪些产品缺货了,Product/StockBatch 表,
BQ1063,库存域,库存,query_single,easy,本月有多少临期产品,Product/StockBatch 表,
BQ1064,库存域,库存,query_single,easy,本月库存总价值是多少,Product/StockBatch 表,
BQ1065,库存域,库存,query_single,easy,水氧护理精华液的安全库存是多少,Product/StockBatch 表,
BQ1066,库存域,库存,query_single,easy,有几个待收货的采购单,Product/StockBatch 表,
BQ1067,库存域,库存,query_single,easy,胶原蛋白面膜的批次信息,Product/StockBatch 表,
BQ1068,库存域,库存,query_single,easy,最近14天低于安全库存的有几个,Product/StockBatch 表,
BQ1069,库存域,库存,query_single,easy,舒压按摩膏最近14天的库存变化,Product/StockBatch 表,
BQ1070,库存域,库存,query_single,easy,最近14天入库了多少货,Product/StockBatch 表,
BQ1071,库存域,库存,query_single,easy,院装温和洁面乳现在还有多少库存,Product/StockBatch 表,
BQ1072,库存域,库存,query_single,easy,最近30天有哪些产品缺货了,Product/StockBatch 表,
BQ1073,库存域,库存,query_single,easy,最近30天有多少临期产品,Product/StockBatch 表,
BQ1074,库存域,库存,query_single,easy,最近30天库存总价值是多少,Product/StockBatch 表,
BQ1075,库存域,库存,query_single,easy,射频仪器导入凝胶的安全库存是多少,Product/StockBatch 表,
BQ1076,库存域,库存,query_single,easy,头皮净澈洗护液的批次信息,Product/StockBatch 表,
BQ1077,库存域,库存,query_single,easy,今天低于安全库存的有几个,Product/StockBatch 表,
BQ1078,库存域,库存,query_single,easy,眼周护理膜今天的库存变化,Product/StockBatch 表,
BQ1079,库存域,库存,query_single,easy,今天入库了多少货,Product/StockBatch 表,
BQ1080,库存域,库存,query_single,easy,屏障修护精华现在还有多少库存,Product/StockBatch 表,
BQ1081,库存域,库存,query_single,easy,去年同期有哪些产品缺货了,Product/StockBatch 表,
BQ1082,库存域,库存,query_single,easy,去年同期有多少临期产品,Product/StockBatch 表,
BQ1083,库存域,库存,query_single,easy,去年同期库存总价值是多少,Product/StockBatch 表,
BQ1084,库存域,库存,query_single,easy,仪器导入凝胶的安全库存是多少,Product/StockBatch 表,
BQ1085,库存域,库存,query_single,easy,氨基酸洁面乳的批次信息,Product/StockBatch 表,
BQ1086,库存域,库存,query_single,easy,上周低于安全库存的有几个,Product/StockBatch 表,
BQ1087,库存域,库存,query_single,easy,美容棉片上周的库存变化,Product/StockBatch 表,
BQ1088,库存域,库存,query_single,easy,上周入库了多少货,Product/StockBatch 表,
BQ1089,库存域,库存,query_single,easy,一次性护理巾现在还有多少库存,Product/StockBatch 表,
BQ1090,库存域,库存,query_single,easy,五一假期有哪些产品缺货了,Product/StockBatch 表,
BQ1091,库存域,库存,query_single,easy,五一假期有多少临期产品,Product/StockBatch 表,
BQ1092,库存域,库存,query_single,easy,五一假期库存总价值是多少,Product/StockBatch 表,
BQ1093,库存域,库存,query_single,easy,温和酵素去角质啫喱的安全库存是多少,Product/StockBatch 表,
BQ1094,库存域,库存,query_single,easy,清洁棉片的批次信息,Product/StockBatch 表,
BQ1095,库存域,库存,query_single,easy,最近7天低于安全库存的有几个,Product/StockBatch 表,
BQ1096,库存域,库存,query_cross,medium,最近14天院装温和洁面乳消耗了多少,Product×StockMovement×ProjectBomItem,跨表
BQ1097,库存域,库存,query_cross,medium,哪些产品最近14天即将过期且库存金额高,Product×StockMovement×ProjectBomItem,跨表
BQ1098,库存域,库存,query_cross,medium,水氧清洁焕肤的耗材最近14天够用吗,Product×StockMovement×ProjectBomItem,跨表
BQ1099,库存域,库存,query_cross,medium,最近14天低于安全库存的产品有哪些,Product×StockMovement×ProjectBomItem,跨表
BQ1100,库存域,库存,query_cross,medium,最近14天的出入库流水,Product×StockMovement×ProjectBomItem,跨表
BQ1101,库存域,库存,query_cross,medium,最近14天哪些产品周转最慢,Product×StockMovement×ProjectBomItem,跨表
BQ1102,库存域,库存,query_cross,medium,按服务量算最近14天哪些耗材要补货,Product×StockMovement×ProjectBomItem,跨表
BQ1103,库存域,库存,query_cross,medium,舒压按摩膏够做多少次胶原焕活提拉,Product×StockMovement×ProjectBomItem,跨表
BQ1104,库存域,库存,query_cross,medium,最近14天耗材消耗排行,Product×StockMovement×ProjectBomItem,跨表
BQ1105,库存域,库存,query_cross,medium,今天屏障修护精华消耗了多少,Product×StockMovement×ProjectBomItem,跨表
BQ1106,库存域,库存,query_cross,medium,哪些产品今天即将过期且库存金额高,Product×StockMovement×ProjectBomItem,跨表
BQ1107,库存域,库存,query_cross,medium,背部净透护理的耗材今天够用吗,Product×StockMovement×ProjectBomItem,跨表
BQ1108,库存域,库存,query_cross,medium,今天低于安全库存的产品有哪些,Product×StockMovement×ProjectBomItem,跨表
BQ1109,库存域,库存,query_cross,medium,今天的出入库流水,Product×StockMovement×ProjectBomItem,跨表
BQ1110,库存域,库存,query_cross,medium,今天哪些产品周转最慢,Product×StockMovement×ProjectBomItem,跨表
BQ1111,库存域,库存,query_cross,medium,按服务量算今天哪些耗材要补货,Product×StockMovement×ProjectBomItem,跨表
BQ1112,库存域,库存,query_cross,medium,眼周护理膜够做多少次水氧清洁焕肤,Product×StockMovement×ProjectBomItem,跨表
BQ1113,库存域,库存,query_cross,medium,今天耗材消耗排行,Product×StockMovement×ProjectBomItem,跨表
BQ1114,库存域,库存,query_cross,medium,上周一次性护理巾消耗了多少,Product×StockMovement×ProjectBomItem,跨表
BQ1115,库存域,库存,query_cross,medium,哪些产品上周即将过期且库存金额高,Product×StockMovement×ProjectBomItem,跨表
BQ1116,库存域,库存,query_cross,medium,敏感肌舒缓修护的耗材上周够用吗,Product×StockMovement×ProjectBomItem,跨表
BQ1117,库存域,库存,query_cross,medium,上周低于安全库存的产品有哪些,Product×StockMovement×ProjectBomItem,跨表
BQ1118,库存域,库存,query_cross,medium,上周的出入库流水,Product×StockMovement×ProjectBomItem,跨表
BQ1119,库存域,库存,query_cross,medium,上周哪些产品周转最慢,Product×StockMovement×ProjectBomItem,跨表
BQ1120,库存域,库存,query_cross,medium,按服务量算上周哪些耗材要补货,Product×StockMovement×ProjectBomItem,跨表
BQ1121,库存域,库存,query_cross,medium,美容棉片够做多少次背部净透护理,Product×StockMovement×ProjectBomItem,跨表
BQ1122,库存域,库存,query_cross,medium,上周耗材消耗排行,Product×StockMovement×ProjectBomItem,跨表
BQ1123,库存域,库存,query_cross,medium,最近7天屏障修护乳消耗了多少,Product×StockMovement×ProjectBomItem,跨表
BQ1124,库存域,库存,query_cross,medium,哪些产品最近7天即将过期且库存金额高,Product×StockMovement×ProjectBomItem,跨表
BQ1125,库存域,库存,query_cross,medium,手部细嫩护理的耗材最近7天够用吗,Product×StockMovement×ProjectBomItem,跨表
BQ1126,库存域,库存,query_cross,medium,最近7天低于安全库存的产品有哪些,Product×StockMovement×ProjectBomItem,跨表
BQ1127,库存域,库存,query_cross,medium,最近7天的出入库流水,Product×StockMovement×ProjectBomItem,跨表
BQ1128,库存域,库存,query_cross,medium,最近7天哪些产品周转最慢,Product×StockMovement×ProjectBomItem,跨表
BQ1129,库存域,库存,query_cross,medium,按服务量算最近7天哪些耗材要补货,Product×StockMovement×ProjectBomItem,跨表
BQ1130,库存域,库存,query_cross,medium,小气泡一次性探头够做多少次敏感肌舒缓修护,Product×StockMovement×ProjectBomItem,跨表
BQ1131,库存域,库存,query_cross,medium,最近7天耗材消耗排行,Product×StockMovement×ProjectBomItem,跨表
BQ1132,库存域,库存,query_cross,medium,今年玻尿酸保湿精华消耗了多少,Product×StockMovement×ProjectBomItem,跨表
BQ1133,库存域,库存,query_cross,medium,哪些产品今年即将过期且库存金额高,Product×StockMovement×ProjectBomItem,跨表
BQ1134,库存域,库存,query_cross,medium,季节屏障养护的耗材今年够用吗,Product×StockMovement×ProjectBomItem,跨表
BQ1135,库存域,库存,query_cross,medium,今年低于安全库存的产品有哪些,Product×StockMovement×ProjectBomItem,跨表
BQ1136,库存域,库存,risk,medium,最近14天有哪些产品要过期了,库存风险巡检,
BQ1137,库存域,库存,risk,medium,最近14天哪些耗材马上要缺货,库存风险巡检,
BQ1138,库存域,库存,risk,medium,最近14天有库存积压的产品吗,库存风险巡检,
BQ1139,库存域,库存,risk,medium,最近14天耗占比是不是异常了,库存风险巡检,
BQ1140,库存域,库存,risk,medium,BOM理论消耗和屏障安瓶精华实际出库差得多吗,库存风险巡检,
BQ1141,库存域,库存,risk,medium,本周末哪些产品该补货了,库存风险巡检,
BQ1142,库存域,库存,risk,medium,本周末临期库存的损失风险有多大,库存风险巡检,
BQ1143,库存域,库存,risk,medium,院装温和洁面乳的库存是不是不够了,库存风险巡检,
BQ1144,库存域,库存,risk,medium,最近30天有呆滞库存吗,库存风险巡检,
BQ1145,库存域,库存,risk,medium,今天有哪些产品要过期了,库存风险巡检,
BQ1146,库存域,库存,risk,medium,今天哪些耗材马上要缺货,库存风险巡检,
BQ1147,库存域,库存,risk,medium,今天有库存积压的产品吗,库存风险巡检,
BQ1148,库存域,库存,risk,medium,今天耗占比是不是异常了,库存风险巡检,
BQ1149,库存域,库存,risk,medium,BOM理论消耗和亮肤软膜粉实际出库差得多吗,库存风险巡检,
BQ1150,库存域,库存,risk,medium,国庆期间哪些产品该补货了,库存风险巡检,
BQ1151,库存域,库存,risk,medium,国庆期间临期库存的损失风险有多大,库存风险巡检,
BQ1152,库存域,库存,risk,medium,屏障修护精华的库存是不是不够了,库存风险巡检,
BQ1153,库存域,库存,risk,medium,去年同期有呆滞库存吗,库存风险巡检,
BQ1154,库存域,库存,risk,medium,上周有哪些产品要过期了,库存风险巡检,
BQ1155,库存域,库存,risk,medium,上周哪些耗材马上要缺货,库存风险巡检,
BQ1156,库存域,库存,risk,medium,上周有库存积压的产品吗,库存风险巡检,
BQ1157,库存域,库存,risk,medium,上周耗占比是不是异常了,库存风险巡检,
BQ1158,库存域,库存,risk,medium,BOM理论消耗和舒缓修护膜实际出库差得多吗,库存风险巡检,
BQ1159,库存域,库存,risk,medium,这半年哪些产品该补货了,库存风险巡检,
BQ1160,库存域,库存,risk,medium,这半年临期库存的损失风险有多大,库存风险巡检,
BQ1161,库存域,库存,risk,medium,一次性护理巾的库存是不是不够了,库存风险巡检,
BQ1162,库存域,库存,risk,medium,五一假期有呆滞库存吗,库存风险巡检,
BQ1163,库存域,库存,risk,medium,最近7天有哪些产品要过期了,库存风险巡检,
BQ1164,库存域,库存,risk,medium,最近7天哪些耗材马上要缺货,库存风险巡检,
BQ1165,库存域,库存,risk,medium,最近7天有库存积压的产品吗,库存风险巡检,
BQ1166,库存域,库存,risk,medium,最近7天耗占比是不是异常了,库存风险巡检,
BQ1167,库存域,库存,risk,medium,BOM理论消耗和眼周紧致啫喱实际出库差得多吗,库存风险巡检,
BQ1168,库存域,库存,risk,medium,昨天哪些产品该补货了,库存风险巡检,
BQ1169,库存域,库存,risk,medium,昨天临期库存的损失风险有多大,库存风险巡检,
BQ1170,库存域,库存,risk,medium,屏障修护乳的库存是不是不够了,库存风险巡检,
BQ1171,库存域,库存,risk,medium,开业至今有呆滞库存吗,库存风险巡检,
BQ1172,库存域,库存,risk,medium,今年有哪些产品要过期了,库存风险巡检,
BQ1173,库存域,库存,risk,medium,今年哪些耗材马上要缺货,库存风险巡检,
BQ1174,库存域,库存,risk,medium,今年有库存积压的产品吗,库存风险巡检,
BQ1175,库存域,库存,risk,medium,今年耗占比是不是异常了,库存风险巡检,
BQ1176,库存域,库存,analysis,medium,分析下最近30天的耗材消耗,库存分析,
BQ1177,库存域,库存,analysis,medium,最近30天库存周转率如何,库存分析,
BQ1178,库存域,库存,analysis,medium,最近30天耗占比的趋势,库存分析,
BQ1179,库存域,库存,analysis,medium,最近30天哪些产品动销好哪些差,库存分析,
BQ1180,库存域,库存,analysis,medium,最近30天采购成本的变化,库存分析,
BQ1181,库存域,库存,analysis,medium,最近30天库存结构合理吗,库存分析,
BQ1182,库存域,库存,analysis,medium,烟酰胺亮肤精华最近30天的消耗趋势,库存分析,
BQ1183,库存域,库存,analysis,medium,最近30天各品类库存占比,库存分析,
BQ1184,库存域,库存,analysis,medium,分析下去年同期的耗材消耗,库存分析,
BQ1185,库存域,库存,analysis,medium,去年同期库存周转率如何,库存分析,
BQ1186,库存域,库存,analysis,medium,去年同期耗占比的趋势,库存分析,
BQ1187,库存域,库存,analysis,medium,去年同期哪些产品动销好哪些差,库存分析,
BQ1188,库存域,库存,analysis,medium,去年同期采购成本的变化,库存分析,
BQ1189,库存域,库存,analysis,medium,去年同期库存结构合理吗,库存分析,
BQ1190,库存域,库存,analysis,medium,水氧护理耗材包去年同期的消耗趋势,库存分析,
BQ1191,库存域,库存,analysis,medium,去年同期各品类库存占比,库存分析,
BQ1192,库存域,库存,analysis,medium,分析下五一假期的耗材消耗,库存分析,
BQ1193,库存域,库存,analysis,medium,五一假期库存周转率如何,库存分析,
BQ1194,库存域,库存,analysis,medium,五一假期耗占比的趋势,库存分析,
BQ1195,库存域,库存,analysis,medium,五一假期哪些产品动销好哪些差,库存分析,
BQ1196,库存域,库存,analysis,medium,五一假期采购成本的变化,库存分析,
BQ1197,库存域,库存,analysis,medium,五一假期库存结构合理吗,库存分析,
BQ1198,库存域,库存,analysis,medium,水润柔肤水五一假期的消耗趋势,库存分析,
BQ1199,库存域,库存,analysis,medium,五一假期各品类库存占比,库存分析,
BQ1200,库存域,库存,analysis,medium,分析下开业至今的耗材消耗,库存分析,
BQ1201,库存域,库存,analysis,medium,开业至今库存周转率如何,库存分析,
BQ1202,库存域,库存,analysis,medium,开业至今耗占比的趋势,库存分析,
BQ1203,库存域,库存,analysis,medium,开业至今哪些产品动销好哪些差,库存分析,
BQ1204,库存域,库存,analysis,medium,开业至今采购成本的变化,库存分析,
BQ1205,库存域,库存,analysis,medium,开业至今库存结构合理吗,库存分析,
BQ1206,库存域,库存,prediction,hard,预测胶原蛋白面膜还能用多久,销量/耗材预测,
BQ1207,库存域,库存,prediction,hard,按趋势射频仪器导入凝胶什么时候会缺货,销量/耗材预测,
BQ1208,库存域,库存,prediction,hard,下个月需要采购多少院装温和洁面乳,销量/耗材预测,
BQ1209,库存域,库存,prediction,hard,预测本周末的耗材需求,销量/耗材预测,
BQ1210,库存域,库存,prediction,hard,哪些产品可能会积压过期,销量/耗材预测,
BQ1211,库存域,库存,prediction,hard,水氧清洁焕肤的耗材国庆期间够不够,销量/耗材预测,
BQ1212,库存域,库存,prediction,hard,预测头皮净澈洗护液还能用多久,销量/耗材预测,
BQ1213,库存域,库存,prediction,hard,按趋势仪器导入凝胶什么时候会缺货,销量/耗材预测,
BQ1214,库存域,库存,prediction,hard,下个月需要采购多少屏障修护精华,销量/耗材预测,
BQ1215,库存域,库存,prediction,hard,预测国庆期间的耗材需求,销量/耗材预测,
BQ1216,库存域,库存,prediction,hard,背部净透护理的耗材这半年够不够,销量/耗材预测,
BQ1217,库存域,库存,prediction,hard,预测氨基酸洁面乳还能用多久,销量/耗材预测,
BQ1218,库存域,库存,prediction,hard,按趋势温和酵素去角质啫喱什么时候会缺货,销量/耗材预测,
BQ1219,库存域,库存,prediction,hard,下个月需要采购多少一次性护理巾,销量/耗材预测,
BQ1220,库存域,库存,prediction,hard,预测这半年的耗材需求,销量/耗材预测,
BQ1221,库存域,库存,prediction,hard,敏感肌舒缓修护的耗材昨天够不够,销量/耗材预测,
BQ1222,库存域,库存,prediction,hard,预测清洁棉片还能用多久,销量/耗材预测,
BQ1223,库存域,库存,prediction,hard,按趋势身体护理按摩精油什么时候会缺货,销量/耗材预测,
BQ1224,库存域,库存,prediction,hard,下个月需要采购多少屏障修护乳,销量/耗材预测,
BQ1225,库存域,库存,prediction,hard,预测昨天的耗材需求,销量/耗材预测,
BQ1226,库存域,库存,prediction,hard,手部细嫩护理的耗材本月够不够,销量/耗材预测,
BQ1227,库存域,库存,prediction,hard,预测皮肤表面清洁消毒液还能用多久,销量/耗材预测,
BQ1228,库存域,库存,prediction,hard,按趋势屏障养护乳霜什么时候会缺货,销量/耗材预测,
BQ1229,库存域,库存,prediction,hard,下个月需要采购多少玻尿酸保湿精华,销量/耗材预测,
BQ1230,库存域,库存,prediction,hard,预测本月的耗材需求,销量/耗材预测,
BQ1231,库存域,库存,action,high,给舒缓修护面膜下一个采购单，采156件,inventory/supply-platform API,高风险写操作
BQ1232,库存域,库存,action,high,屏障修护精华入库416件,inventory/supply-platform API,高风险写操作
BQ1233,库存域,库存,action,high,调整水氧护理耗材包的库存,inventory/supply-platform API,高风险写操作
BQ1234,库存域,库存,action,high,从别的店调亮肤软膜粉过来,inventory/supply-platform API,高风险写操作
BQ1235,库存域,库存,action,high,按补货建议一键生成采购单,inventory/supply-platform API,高风险写操作
BQ1236,库存域,库存,action,high,确认收货这个水润柔肤水的采购单,inventory/supply-platform API,高风险写操作
BQ1237,库存域,库存,action,high,舒缓修护膜盘点后调整数量,inventory/supply-platform API,高风险写操作
BQ1238,库存域,库存,action,high,给术后舒缓喷雾下一个采购单，采193件,inventory/supply-platform API,高风险写操作
BQ1239,库存域,库存,action,high,一次性护理巾入库453件,inventory/supply-platform API,高风险写操作
BQ1240,库存域,库存,action,high,调整水润柔肤水的库存,inventory/supply-platform API,高风险写操作
BQ1241,库存域,库存,action,high,从别的店调舒缓修护膜过来,inventory/supply-platform API,高风险写操作
BQ1242,库存域,库存,action,high,确认收货这个淡斑亮肤精华的采购单,inventory/supply-platform API,高风险写操作
BQ1243,库存域,库存,action,high,眼周紧致啫喱盘点后调整数量,inventory/supply-platform API,高风险写操作
BQ1244,库存域,库存,action,high,给补水精华液下一个采购单，采230件,inventory/supply-platform API,高风险写操作
BQ1245,库存域,库存,action,high,屏障修护乳入库490件,inventory/supply-platform API,高风险写操作
BQ1246,库存域,库存,action,high,调整淡斑亮肤精华的库存,inventory/supply-platform API,高风险写操作
BQ1247,库存域,库存,action,high,从别的店调眼周紧致啫喱过来,inventory/supply-platform API,高风险写操作
BQ1248,库存域,库存,action,high,确认收货这个晒后舒缓凝胶的采购单,inventory/supply-platform API,高风险写操作
BQ1249,库存域,库存,action,high,一次性面巾盘点后调整数量,inventory/supply-platform API,高风险写操作
BQ1250,库存域,库存,action,high,给手部温和磨砂膏下一个采购单，采267件,inventory/supply-platform API,高风险写操作
BQ1251,库存域,库存,action,high,玻尿酸保湿精华入库527件,inventory/supply-platform API,高风险写操作
BQ1252,库存域,库存,action,high,调整晒后舒缓凝胶的库存,inventory/supply-platform API,高风险写操作
BQ1253,库存域,库存,action,high,从别的店调一次性面巾过来,inventory/supply-platform API,高风险写操作
BQ1254,库存域,库存,action,high,确认收货这个手部滋润护理霜的采购单,inventory/supply-platform API,高风险写操作
BQ1255,库存域,库存,action,high,一次性丁腈手套盘点后调整数量,inventory/supply-platform API,高风险写操作
BQ1256,库存域,库存,action,high,给胶原蛋白面膜下一个采购单，采304件,inventory/supply-platform API,高风险写操作
BQ1257,库存域,库存,action,high,屏障安瓶精华入库564件,inventory/supply-platform API,高风险写操作
BQ1258,库存域,库存,action,high,调整手部滋润护理霜的库存,inventory/supply-platform API,高风险写操作
BQ1259,库存域,库存,action,high,从别的店调一次性丁腈手套过来,inventory/supply-platform API,高风险写操作
BQ1260,库存域,库存,action,high,确认收货这个清透防晒乳的采购单,inventory/supply-platform API,高风险写操作
BQ1261,财务域,财务,query_single,easy,这半年的毛利是多少,DailySettlement/CommissionRecord/OperatingCost,
BQ1262,财务域,财务,query_single,easy,这半年的经营成本有多少,DailySettlement/CommissionRecord/OperatingCost,
BQ1263,财务域,财务,query_single,easy,这半年的日结做了吗,DailySettlement/CommissionRecord/OperatingCost,
BQ1264,财务域,财务,query_single,easy,顾然这半年的提成,DailySettlement/CommissionRecord/OperatingCost,
BQ1265,财务域,财务,query_single,easy,现在的储值负债总额,DailySettlement/CommissionRecord/OperatingCost,
BQ1266,财务域,财务,query_single,easy,昨天的收银班次对平了吗,DailySettlement/CommissionRecord/OperatingCost,
BQ1267,财务域,财务,query_single,easy,昨天各项成本明细,DailySettlement/CommissionRecord/OperatingCost,
BQ1268,财务域,财务,query_single,easy,昨天的毛利率,DailySettlement/CommissionRecord/OperatingCost,
BQ1269,财务域,财务,query_single,easy,昨天的现金收入多少,DailySettlement/CommissionRecord/OperatingCost,
BQ1270,财务域,财务,query_single,easy,昨天提成总额,DailySettlement/CommissionRecord/OperatingCost,
BQ1271,财务域,财务,query_single,easy,昨天的毛利是多少,DailySettlement/CommissionRecord/OperatingCost,
BQ1272,财务域,财务,query_single,easy,昨天的经营成本有多少,DailySettlement/CommissionRecord/OperatingCost,
BQ1273,财务域,财务,query_single,easy,昨天的日结做了吗,DailySettlement/CommissionRecord/OperatingCost,
BQ1274,财务域,财务,query_single,easy,唐伊昨天的提成,DailySettlement/CommissionRecord/OperatingCost,
