id,role,section,question,previousClass,auditClass,priority,capabilityKey,capabilityLabel,reason,recommendedView,permission,currentSemanticMetricKeys,currentSemanticViews,currentSemanticConfidence,pages,backend,models,developmentFacts
frontdesk-073,三、前台接待 Agent,收银与核销,今天第一笔收款是几点，是谁的,admin_supported_ask_not_open,existing_ask_direct,P0,first_receipt_customer,首笔收款与脱敏客户,通过 order_id 关联支付与订单摘要，返回首笔支付时间和脱敏客户。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,agent_v3_payment_refund_view,core:finance:view,payment_customer_detail,agent_v3_payment_refund_view,0.98,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
frontdesk-074,三、前台接待 Agent,收银与核销,帮我查一下这个月已经收了多少钱,admin_supported_ask_not_open,existing_ask_direct,P0,payment_total_metric,收款汇总,按期间汇总支付金额，不与订单营业额混用。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,agent_v3_payment_refund_view,core:finance:view,payment_flow,agent_v3_payment_refund_view,0.98,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
frontdesk-076,三、前台接待 Agent,现场协调,现在店里有几个客人在，分别做什么,admin_supported_ask_not_open,backend_fact_incomplete,P1,live_store_presence,实时在店、等待与现场状态,预约、排班和服务任务存在，但当前门店的状态事件与等待事件均为 0，无法证明可靠的实时在店、等待、通知或爽约事实。,,core:store:reservations,,,0.35,src/app/pages/ProjectReservation.tsx,packages/server-v2/src/reservations/reservations.controller.ts|packages/server-v2/src/reservations/customer-waiting.controller.ts,Reservation|ReservationStatusEvent|CustomerWaitingEpisode|ServiceTask,"{""Reservation"":384,""ReservationStatusEvent"":0,""CustomerWaitingEpisode"":0,""ServiceTask"":237}"
frontdesk-077,三、前台接待 Agent,现场协调,李美容师现在在忙吗，大概还要多久,admin_supported_ask_not_open,backend_fact_incomplete,P1,live_store_presence,实时在店、等待与现场状态,预约、排班和服务任务存在，但当前门店的状态事件与等待事件均为 0，无法证明可靠的实时在店、等待、通知或爽约事实。,,core:store:reservations,,,0.35,src/app/pages/ProjectReservation.tsx,packages/server-v2/src/reservations/reservations.controller.ts|packages/server-v2/src/reservations/customer-waiting.controller.ts,Reservation|ReservationStatusEvent|CustomerWaitingEpisode|ServiceTask,"{""Reservation"":384,""ReservationStatusEvent"":0,""CustomerWaitingEpisode"":0,""ServiceTask"":237}"
frontdesk-079,三、前台接待 Agent,现场协调,帮我看一下今天哪个美容师可以接新单,admin_supported_ask_not_open,existing_ask_direct,P0,staff_available_capacity,可接新单员工,使用当日空闲分钟和超排分钟判断可接待产能，不用员工绩效代替。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,ask_data_staff_capacity_view,core:store:scheduling,staff_capacity,ask_data_staff_capacity_view,0.98,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
frontdesk-083,三、前台接待 Agent,现场协调,客人要买产品带走，我们现在有什么产品可以卖,admin_supported_ask_not_open,existing_ask_direct,P0,sellable_inventory,可售商品库存,列出当前库存大于 0 的商品，并展示状态与数量。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,agent_v3_product_inventory_view,core:inventory:products 或 core:inventory:stock,inventory_on_hand,agent_v3_product_inventory_view,0.98,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
frontdesk-090,三、前台接待 Agent,现场协调,客人等待时间太长，我能给她什么补偿或安抚,admin_supported_ask_not_open,brain_or_advice,boundary,brain_or_advice,建议、预测或内容生成,题目要求方案、预测、归因解释或内容组织，SQL 只能提供事实证据，最终能力应由独立 Ami Brain 或受控报告能力承接。,,,,,0.35,,,,{}
frontdesk-091,三、前台接待 Agent,现场协调,有个客人说她想试一个新项目，适合她吗,admin_supported_ask_not_open,brain_or_advice,boundary,brain_or_advice,建议、预测或内容生成,题目要求方案、预测、归因解释或内容组织，SQL 只能提供事实证据，最终能力应由独立 Ami Brain 或受控报告能力承接。,,,,,0.35,,,,{}
frontdesk-096,三、前台接待 Agent,现场协调,帮我查一下今天下午哪个时段可以加客,admin_supported_ask_not_open,existing_ask_direct,P0,appointment_available_slot,可加客时段,使用预约空档视图筛选当日下午可用容量。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,agent_v3_appointment_gap_view,core:store:scheduling:gap:view,appointment_gap,agent_v3_appointment_gap_view,0.98,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
frontdesk-097,三、前台接待 Agent,现场协调,客人问礼品卡怎么使用，帮我解释一下,admin_supported_ask_not_open,brain_or_advice,boundary,brain_or_advice,建议、预测或内容生成,题目要求方案、预测、归因解释或内容组织，SQL 只能提供事实证据，最终能力应由独立 Ami Brain 或受控报告能力承接。,,,,,0.35,,,,{}
frontdesk-099,三、前台接待 Agent,现场协调,今天有没有员工没到岗，怎么影响接待,admin_supported_ask_not_open,brain_or_advice,boundary,brain_or_advice,建议、预测或内容生成,题目要求方案、预测、归因解释或内容组织，SQL 只能提供事实证据，最终能力应由独立 Ami Brain 或受控报告能力承接。,,,,,0.35,,,,{}
beautician-002,四、美容师服务 Agent,今日服务安排,下一个客人是谁，做什么项目,admin_supported_ask_not_open,sensitive_or_context,boundary,sensitive_or_context,敏感信息或缺失会话实体,题目依赖上一轮客户、预约或员工身份，或触及护理健康与内部备注；不能为了覆盖率开放敏感原文。,,,,,0.35,,,,{}
beautician-004,四、美容师服务 Agent,今日服务安排,下午那个客人叫什么名字，有什么要注意的,admin_supported_ask_not_open,sensitive_or_context,boundary,sensitive_or_context,敏感信息或缺失会话实体,题目依赖上一轮客户、预约或员工身份，或触及护理健康与内部备注；不能为了覆盖率开放敏感原文。,,,,,0.35,,,,{}
beautician-005,四、美容师服务 Agent,今日服务安排,今天最后一个客人几点结束,admin_supported_ask_not_open,existing_facts_new_view,P1,reservation_end_time_fact,预约预计结束时间,当前预约视图只开放 start_time，缺少结束时间或项目时长的受控派生字段。,,,,,0.35,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
beautician-007,四、美容师服务 Agent,今日服务安排,下一个客人上次做了什么，有没有什么特殊要求,admin_supported_ask_not_open,sensitive_or_context,boundary,sensitive_or_context,敏感信息或缺失会话实体,题目依赖上一轮客户、预约或员工身份，或触及护理健康与内部备注；不能为了覆盖率开放敏感原文。,,,,,0.35,,,,{}
beautician-008,四、美容师服务 Agent,今日服务安排,今天我总共要服务几个小时,admin_supported_ask_not_open,sensitive_or_context,boundary,clarification_required,需补充关键查询槽位,“我”需要当前登录账号与员工 ID 唯一绑定；未绑定时不得推断。,,,,,0.35,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
beautician-009,四、美容师服务 Agent,今日服务安排,有没有客人临时取消了，我可以提前下班吗,admin_supported_ask_not_open,backend_fact_incomplete,P2,unproven_backend_fact,未形成可证明的问数事实,静态页面或对象存在不足以证明题目所需事实；当前未找到完整、可持续且可按门店审计的数据链路。,,,,,0.35,,,,{}
beautician-012,四、美容师服务 Agent,今日服务安排,今天有哪个客人是比较难服务的，需要注意什么,admin_supported_ask_not_open,sensitive_or_context,boundary,sensitive_or_context,敏感信息或缺失会话实体,题目依赖上一轮客户、预约或员工身份，或触及护理健康与内部备注；不能为了覆盖率开放敏感原文。,,,,,0.35,,,,{}
beautician-014,四、美容师服务 Agent,今日服务安排,今天有没有安排我去做培训或其他任务,admin_supported_ask_not_open,backend_fact_incomplete,P2,staff_hr_history,员工人事、考勤和培训历史,现有美容师、排班和请假对象不足以形成考勤、试用期、转正、培训与离职风险的审计事实。,,core:store:beauticians,,,0.35,src/app/pages/BeauticianManagement.tsx,packages/server-v2/src/scheduling/scheduling.service.ts,Beautician|Schedule|BeauticianTimeOff,"{""Beautician"":14,""Schedule"":707}"
beautician-015,四、美容师服务 Agent,今日服务安排,下午两点那个客人想做什么项目,admin_supported_ask_not_open,existing_ask_direct,P0,reservation_time_project,指定时间预约项目,按当日 14:00 开始时间查询脱敏客户和项目。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,agent_v3_reservation_view,core:store:reservations,reservation_metrics,agent_v3_reservation_view,0.98,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
beautician-017,四、美容师服务 Agent,今日服务安排,今天有没有客人提前到了在等我,admin_supported_ask_not_open,backend_fact_incomplete,P1,live_store_presence,实时在店、等待与现场状态,预约、排班和服务任务存在，但当前门店的状态事件与等待事件均为 0，无法证明可靠的实时在店、等待、通知或爽约事实。,,core:store:reservations,,,0.35,src/app/pages/ProjectReservation.tsx,packages/server-v2/src/reservations/reservations.controller.ts|packages/server-v2/src/reservations/customer-waiting.controller.ts,Reservation|ReservationStatusEvent|CustomerWaitingEpisode|ServiceTask,"{""Reservation"":384,""ReservationStatusEvent"":0,""CustomerWaitingEpisode"":0,""ServiceTask"":237}"
beautician-019,四、美容师服务 Agent,今日服务安排,帮我看一下今天客人的护理历史,admin_supported_ask_not_open,sensitive_or_context,boundary,sensitive_or_context,敏感信息或缺失会话实体,题目依赖上一轮客户、预约或员工身份，或触及护理健康与内部备注；不能为了覆盖率开放敏感原文。,,,,,0.35,,,,{}
beautician-021,四、美容师服务 Agent,今日服务安排,下一个客人的疗程做到哪一步了,admin_supported_ask_not_open,sensitive_or_context,boundary,sensitive_or_context,敏感信息或缺失会话实体,题目依赖上一轮客户、预约或员工身份，或触及护理健康与内部备注；不能为了覆盖率开放敏感原文。,agent_v3_project_catalog_view,core:store:projects,project_catalog,agent_v3_project_catalog_view,0.92,,,,{}
beautician-022,四、美容师服务 Agent,今日服务安排,今天有没有需要我帮客人续卡或者推荐项目的,admin_supported_ask_not_open,backend_fact_incomplete,P2,unproven_backend_fact,未形成可证明的问数事实,静态页面或对象存在不足以证明题目所需事实；当前未找到完整、可持续且可按门店审计的数据链路。,,,,,0.35,,,,{}
beautician-025,四、美容师服务 Agent,今日服务安排,帮我看一下今天整体的服务流程安排,admin_supported_ask_not_open,existing_ask_direct,P0,daily_service_schedule,当日服务流程安排,按开始时间返回当日预约项目、美容师和状态。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,agent_v3_reservation_view,core:store:reservations,reservation_metrics,agent_v3_reservation_view,0.98,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
beautician-032,四、美容师服务 Agent,客户护理建议,她上次护理后反映有点红，这次怎么调整,admin_supported_ask_not_open,sensitive_or_context,boundary,sensitive_or_context,敏感信息或缺失会话实体,题目依赖上一轮客户、预约或员工身份，或触及护理健康与内部备注；不能为了覆盖率开放敏感原文。,,,,,0.35,,,,{}
beautician-036,四、美容师服务 Agent,客户护理建议,她问我护理后回家怎么保养，我怎么回答,admin_supported_ask_not_open,sensitive_or_context,boundary,sensitive_or_context,敏感信息或缺失会话实体,题目依赖上一轮客户、预约或员工身份，或触及护理健康与内部备注；不能为了覆盖率开放敏感原文。,,,,,0.35,,,,{}
beautician-041,四、美容师服务 Agent,客户护理建议,她上次问过某个仪器项目，我该怎么介绍,admin_supported_ask_not_open,sensitive_or_context,boundary,sensitive_or_context,敏感信息或缺失会话实体,题目依赖上一轮客户、预约或员工身份，或触及护理健康与内部备注；不能为了覆盖率开放敏感原文。,,,,,0.35,,,,{}
beautician-043,四、美容师服务 Agent,客户护理建议,她最近在家用什么护肤品，和我们的方案冲突吗,admin_supported_ask_not_open,sensitive_or_context,boundary,sensitive_or_context,敏感信息或缺失会话实体,题目依赖上一轮客户、预约或员工身份，或触及护理健康与内部备注；不能为了覆盖率开放敏感原文。,,,,,0.35,,,,{}
beautician-047,四、美容师服务 Agent,客户护理建议,她问做完护理可以化妆吗，我怎么回答,admin_supported_ask_not_open,sensitive_or_context,boundary,sensitive_or_context,敏感信息或缺失会话实体,题目依赖上一轮客户、预约或员工身份，或触及护理健康与内部备注；不能为了覆盖率开放敏感原文。,,,,,0.35,,,,{}
beautician-049,四、美容师服务 Agent,客户护理建议,她之前做过的项目哪个效果最好,admin_supported_ask_not_open,sensitive_or_context,boundary,sensitive_or_context,敏感信息或缺失会话实体,题目依赖上一轮客户、预约或员工身份，或触及护理健康与内部备注；不能为了覆盖率开放敏感原文。,,,,,0.35,,,,{}
beautician-060,四、美容师服务 Agent,服务记录与跟进,客人护理结束后说想买一瓶精华，帮我记一下,admin_supported_ask_not_open,readonly_action,boundary,readonly_action,只读边界之外的操作,管理端可能存在操作入口，但 Ami Ask 的产品边界是只读查询；该题不得通过自由 SQL 执行副作用。,,,,,0.35,,,,{}
beautician-091,四、美容师服务 Agent,个人业绩,这个月还有几天，我能完成目标吗,admin_supported_ask_not_open,brain_or_advice,boundary,brain_or_advice,建议、预测或内容生成,题目要求方案、预测、归因解释或内容组织，SQL 只能提供事实证据，最终能力应由独立 Ami Brain 或受控报告能力承接。,,,,,0.35,,,,{}
beautician-099,四、美容师服务 Agent,个人业绩,有没有老板对我最近的表现有什么反馈,admin_supported_ask_not_open,sensitive_or_context,boundary,sensitive_or_context,敏感信息或缺失会话实体,题目依赖上一轮客户、预约或员工身份，或触及护理健康与内部备注；不能为了覆盖率开放敏感原文。,,,,,0.35,,,,{}
inventory-003,五、库存采购 Agent,库存查询与风险,有没有什么产品只剩最后几瓶了,admin_supported_ask_not_open,existing_ask_direct,P0,low_stock_metric,低库存,“只剩最后几瓶”默认使用安全库存阈值，不自行硬编统一瓶数。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,agent_v3_product_inventory_view,core:inventory:products 或 core:inventory:stock,inventory_on_hand,agent_v3_product_inventory_view,0.98,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
inventory-004,五、库存采购 Agent,库存查询与风险,这个月用了多少洗面奶，还剩多少,admin_supported_ask_not_open,existing_ask_direct,P0,inventory_usage_and_balance,期间用量与当前结存,库存流水计算本月消耗，库存快照返回当前结存；两个指标必须都回答。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,agent_v3_stock_movement_view,core:inventory:stock 或 core:inventory:consumption,inventory_usage_balance,agent_v3_stock_movement_view,0.98,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
inventory-010,五、库存采购 Agent,库存查询与风险,有没有产品一直有但从来不用的,admin_supported_ask_not_open,existing_ask_direct,P1,inventory_turnover_planning,库存周转与补货事实,库存、批次、消耗和采购事实存在，可计算历史消耗速度、库存可用天数和周转；预测补货仍应披露假设。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,ask_data_inventory_turnover_view,core:inventory:stock,inventory_slow_moving,ask_data_inventory_turnover_view,0.98,src/app/pages/StockManagement.tsx|src/app/pages/PurchaseManagement.tsx,packages/server-v2/src/inventory/inventory.controller.ts,Product|StockBatch|StockMovement|ProcurementOrderItem,"{""Product"":46,""StockBatch"":82,""StockMovement"":570,""ProcurementOrder"":3}"
inventory-012,五、库存采购 Agent,库存查询与风险,帮我看一下补水系列产品的库存,admin_supported_ask_not_open,existing_ask_direct,P0,inventory_product_family,商品系列库存,对“补水系列”做受控商品名称包含筛选。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,agent_v3_product_inventory_view,core:inventory:products 或 core:inventory:stock,inventory_on_hand,agent_v3_product_inventory_view,0.97,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
inventory-013,五、库存采购 Agent,库存查询与风险,我们的防晒产品还有多少,admin_supported_ask_not_open,existing_ask_direct,P0,inventory_product_family,商品系列库存,对“防晒产品”做受控商品名称包含筛选。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,agent_v3_product_inventory_view,core:inventory:products 或 core:inventory:stock,inventory_on_hand,agent_v3_product_inventory_view,0.97,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
inventory-014,五、库存采购 Agent,库存查询与风险,服务用的一次性耗材还够用多久,admin_supported_ask_not_open,existing_ask_direct,P1,inventory_turnover_planning,库存周转与补货事实,库存、批次、消耗和采购事实存在，可计算历史消耗速度、库存可用天数和周转；预测补货仍应披露假设。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,ask_data_inventory_turnover_view,core:inventory:stock,inventory_days_of_stock,ask_data_inventory_turnover_view,0.97,src/app/pages/StockManagement.tsx|src/app/pages/PurchaseManagement.tsx,packages/server-v2/src/inventory/inventory.controller.ts,Product|StockBatch|StockMovement|ProcurementOrderItem,"{""Product"":46,""StockBatch"":82,""StockMovement"":570,""ProcurementOrder"":3}"
inventory-018,五、库存采购 Agent,库存查询与风险,有没有产品一直在消耗但一直没有采购,admin_supported_ask_not_open,existing_ask_direct,P1,inventory_turnover_planning,库存周转与补货事实,库存、批次、消耗和采购事实存在，可计算历史消耗速度、库存可用天数和周转；预测补货仍应披露假设。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,ask_data_inventory_turnover_view,core:inventory:stock,inventory_procurement_coverage,ask_data_inventory_turnover_view,0.98,src/app/pages/StockManagement.tsx|src/app/pages/PurchaseManagement.tsx,packages/server-v2/src/inventory/inventory.controller.ts,Product|StockBatch|StockMovement|ProcurementOrderItem,"{""Product"":46,""StockBatch"":82,""StockMovement"":570,""ProcurementOrder"":3}"
inventory-020,五、库存采购 Agent,库存查询与风险,哪些产品的周转率最低,admin_supported_ask_not_open,existing_ask_direct,P1,inventory_turnover_planning,库存周转与补货事实,库存、批次、消耗和采购事实存在，可计算历史消耗速度、库存可用天数和周转；预测补货仍应披露假设。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,ask_data_inventory_turnover_view,core:inventory:stock,inventory_operational_turnover,ask_data_inventory_turnover_view,0.98,src/app/pages/StockManagement.tsx|src/app/pages/PurchaseManagement.tsx,packages/server-v2/src/inventory/inventory.controller.ts,Product|StockBatch|StockMovement|ProcurementOrderItem,"{""Product"":46,""StockBatch"":82,""StockMovement"":570,""ProcurementOrder"":3}"
inventory-021,五、库存采购 Agent,库存查询与风险,帮我统计一下这季度每个产品的用量,admin_supported_ask_not_open,existing_ask_direct,P1,inventory_turnover_planning,库存周转与补货事实,库存、批次、消耗和采购事实存在，可计算历史消耗速度、库存可用天数和周转；预测补货仍应披露假设。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,ask_data_inventory_turnover_view,core:inventory:stock,inventory_outbound_usage,ask_data_inventory_turnover_view,0.98,src/app/pages/StockManagement.tsx|src/app/pages/PurchaseManagement.tsx,packages/server-v2/src/inventory/inventory.controller.ts,Product|StockBatch|StockMovement|ProcurementOrderItem,"{""Product"":46,""StockBatch"":82,""StockMovement"":570,""ProcurementOrder"":3}"
inventory-022,五、库存采购 Agent,库存查询与风险,有没有最近需求突然增加的产品,admin_supported_ask_not_open,existing_ask_direct,P1,inventory_turnover_planning,库存周转与补货事实,库存、批次、消耗和采购事实存在，可计算历史消耗速度、库存可用天数和周转；预测补货仍应披露假设。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,ask_data_inventory_turnover_view,core:inventory:stock,inventory_demand_change,ask_data_inventory_turnover_view,0.98,src/app/pages/StockManagement.tsx|src/app/pages/PurchaseManagement.tsx,packages/server-v2/src/inventory/inventory.controller.ts,Product|StockBatch|StockMovement|ProcurementOrderItem,"{""Product"":46,""StockBatch"":82,""StockMovement"":570,""ProcurementOrder"":3}"
inventory-023,五、库存采购 Agent,库存查询与风险,我们的理疗仪器耗材还够用多少次,admin_supported_ask_not_open,existing_facts_new_view,P1,inventory_turnover_planning,库存周转与补货事实,库存、批次、消耗和采购事实存在，可计算历史消耗速度、库存可用天数和周转；预测补货仍应披露假设。,ask_data_inventory_turnover_view,core:inventory:stock,,,0.35,src/app/pages/StockManagement.tsx|src/app/pages/PurchaseManagement.tsx,packages/server-v2/src/inventory/inventory.controller.ts,Product|StockBatch|StockMovement|ProcurementOrderItem,"{""Product"":46,""StockBatch"":82,""StockMovement"":570,""ProcurementOrder"":3}"
inventory-024,五、库存采购 Agent,库存查询与风险,最贵的那几样耗材现在库存怎么样,admin_supported_ask_not_open,existing_facts_new_view,P1,inventory_unit_cost_snapshot,商品单位成本库存快照,当前只有库存总价值，没有可安全排序的商品单位成本。,,,,,0.35,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
inventory-027,五、库存采购 Agent,临期与损耗,帮我看一下30天内要过期的东西,admin_supported_ask_not_open,existing_ask_direct,P0,inventory_expiry_window,库存效期窗口,筛选最近效期在当日至未来 30 天的有库存商品。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,agent_v3_product_inventory_view,core:inventory:products 或 core:inventory:stock,inventory_on_hand,agent_v3_product_inventory_view,0.94,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
inventory-028,五、库存采购 Agent,临期与损耗,有没有已经过期的产品还在用,admin_supported_ask_not_open,existing_facts_new_view,P1,expired_batch_consumption_fact,过期批次使用事实,仅有最近效期不能证明过期批次被实际使用，需要批次与消耗流水关联。,,,,,0.35,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
inventory-033,五、库存采购 Agent,临期与损耗,哪些产品最容易过期，需要重点关注,admin_supported_ask_not_open,existing_ask_direct,P0,inventory_expiry_ranking,最近效期排名,“最容易过期”按最近效期升序并限定当前有库存。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,agent_v3_product_inventory_view,core:inventory:products 或 core:inventory:stock,inventory_on_hand,agent_v3_product_inventory_view,0.98,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
inventory-035,五、库存采购 Agent,临期与损耗,进货太多导致积压的产品有哪些,admin_supported_ask_not_open,existing_ask_direct,P1,inventory_turnover_planning,库存周转与补货事实,库存、批次、消耗和采购事实存在，可计算历史消耗速度、库存可用天数和周转；预测补货仍应披露假设。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,ask_data_inventory_turnover_view,core:inventory:stock,inventory_slow_moving,ask_data_inventory_turnover_view,0.98,src/app/pages/StockManagement.tsx|src/app/pages/PurchaseManagement.tsx,packages/server-v2/src/inventory/inventory.controller.ts,Product|StockBatch|StockMovement|ProcurementOrderItem,"{""Product"":46,""StockBatch"":82,""StockMovement"":570,""ProcurementOrder"":3}"
inventory-036,五、库存采购 Agent,临期与损耗,有没有产品开了之后很长时间还没用完,admin_supported_ask_not_open,existing_facts_new_view,P1,inventory_turnover_planning,库存周转与补货事实,库存、批次、消耗和采购事实存在，可计算历史消耗速度、库存可用天数和周转；预测补货仍应披露假设。,ask_data_inventory_turnover_view,core:inventory:stock,,,0.35,src/app/pages/StockManagement.tsx|src/app/pages/PurchaseManagement.tsx,packages/server-v2/src/inventory/inventory.controller.ts,Product|StockBatch|StockMovement|ProcurementOrderItem,"{""Product"":46,""StockBatch"":82,""StockMovement"":570,""ProcurementOrder"":3}"
inventory-039,五、库存采购 Agent,临期与损耗,最近有没有因为保存不当导致产品变质,admin_supported_ask_not_open,backend_fact_incomplete,P2,unproven_backend_fact,未形成可证明的问数事实,静态页面或对象存在不足以证明题目所需事实；当前未找到完整、可持续且可按门店审计的数据链路。,,,,,0.35,,,,{}
inventory-040,五、库存采购 Agent,临期与损耗,帮我查一下我们的库存损耗率高不高,admin_supported_ask_not_open,sensitive_or_context,boundary,clarification_required,需补充关键查询槽位,可以计算库存损耗率，但“高不高”没有已治理阈值；需要用户提供阈值或比较基线后才能下结论。,agent_v3_stock_movement_view,,inventory_loss_rate,agent_v3_stock_movement_view,0.97,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
inventory-044,五、库存采购 Agent,临期与损耗,帮我算一下如果做促销可以消化多少临期货,admin_supported_ask_not_open,brain_or_advice,boundary,brain_or_advice,建议、预测或内容生成,题目要求方案、预测、归因解释或内容组织，SQL 只能提供事实证据，最终能力应由独立 Ami Brain 或受控报告能力承接。,,,,,0.35,,,,{}
inventory-047,五、库存采购 Agent,采购建议,这个月需要补多少基础护肤品,admin_supported_ask_not_open,brain_or_advice,boundary,brain_or_advice,建议、预测或内容生成,题目要求方案、预测、归因解释或内容组织，SQL 只能提供事实证据，最终能力应由独立 Ami Brain 或受控报告能力承接。,,,,,0.35,,,,{}
inventory-048,五、库存采购 Agent,采购建议,哪些东西需要马上采购不能等了,admin_supported_ask_not_open,brain_or_advice,boundary,brain_or_advice,建议、预测或内容生成,题目要求方案、预测、归因解释或内容组织，SQL 只能提供事实证据，最终能力应由独立 Ami Brain 或受控报告能力承接。,,,,,0.35,,,,{}
inventory-049,五、库存采购 Agent,采购建议,帮我看一下每个供应商上次报价,admin_supported_ask_not_open,existing_ask_direct,P1,supplier_commercial_terms,供应商报价与商业条款,供应商、SKU、有效报价、MOQ、交付天数和账期字段已存在，可建立门店映射后的只读报价视图。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,ask_data_supplier_quote_terms_view,core:supply:view,supplier_latest_quote,ask_data_supplier_quote_terms_view,0.98,src/app/pages/supply-platform/SupplyPlatformMvp.tsx,packages/server-v2/src/supply-platform/supply-platform.controller.ts,SupplySupplier|SupplyQuote|SupplyCatalogMapping,"{""SupplySupplier"":3,""SupplyQuote"":25,""SupplyQuoteApproved"":25}"
inventory-050,五、库存采购 Agent,采购建议,我们常用的哪个供应商性价比最好,admin_supported_ask_not_open,sensitive_or_context,boundary,supplier_value_standard_required,供应商性价比标准缺失,当前只有已审批报价和预计交期，没有质量评分；必须先明确按价格、交期或二者组合比较。,ask_data_supplier_quote_terms_view,core:supply:view,,,0.35,src/app/pages/supply-platform/SupplyPlatformMvp.tsx,packages/server-v2/src/ask-data-free-sql/ask-data-intent-parser.ts,SupplySupplier|SupplyQuote|SupplyCatalogMapping,"{""SupplySupplier"":3,""SupplyQuote"":25,""SupplyQuoteApproved"":25}"
inventory-054,五、库存采购 Agent,采购建议,帮我比较一下两个供应商的价格,admin_supported_ask_not_open,existing_ask_direct,P1,supplier_commercial_terms,供应商报价与商业条款,供应商、SKU、有效报价、MOQ、交付天数和账期字段已存在，可建立门店映射后的只读报价视图。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,ask_data_supplier_quote_terms_view,core:supply:view,supplier_price_comparison,ask_data_supplier_quote_terms_view,0.98,src/app/pages/supply-platform/SupplyPlatformMvp.tsx,packages/server-v2/src/supply-platform/supply-platform.controller.ts,SupplySupplier|SupplyQuote|SupplyCatalogMapping,"{""SupplySupplier"":3,""SupplyQuote"":25,""SupplyQuoteApproved"":25}"
inventory-055,五、库存采购 Agent,采购建议,帮我估算一下这次采购大概要花多少钱,admin_supported_ask_not_open,brain_or_advice,boundary,brain_or_advice,建议、预测或内容生成,题目要求方案、预测、归因解释或内容组织，SQL 只能提供事实证据，最终能力应由独立 Ami Brain 或受控报告能力承接。,,,,,0.35,,,,{}
inventory-058,五、库存采购 Agent,采购建议,采购时有没有什么需要特别注意的资质问题,admin_supported_ask_not_open,brain_or_advice,boundary,brain_or_advice,建议、预测或内容生成,题目要求方案、预测、归因解释或内容组织，SQL 只能提供事实证据，最终能力应由独立 Ami Brain 或受控报告能力承接。,,,,,0.35,,,,{}
